,prompt,expected_completion,actual_completion
7525,"Cruise our friendly neighborhood and you may never want to leave. We’d be thrilled to have you! BEAM 1029 South Jackson Street, Seattle, WA, 98104 Call Now - show contact info x 57 OR Text 57 to show contact info to text us. Want more info on this unit? See the link (below): <URL> LIVE ON THE BRIGHT SIDE This is a 1 Bedroom, 1 Bath, Approximately 642 Sq. Ft. Light and lively, BEAM apartments feel like a friendly hello. From studios to two bedrooms, we’ve designed every space for style and speed. Wired for the fastest internet, decked out with stainless steel appliances, live with energy, and popping with color. BEAM is the next, new bright spot in apartment living in Seattle’s Little Saigon. Offering airy, light-filled homes and sunny communal amenities. Created in concert with the neighborhood, BEAM celebrates the energy and warmth of Vietnamese market culture. Harmonious with the friendly buzz of the International District — where stories are swapped, meals are shared, and adventure is always calling. BEAM offers a passageway to Seattle’s most interesting and diverse cultural discoveries — a home in harmony with a heritage that lets you live your brightest life. Surrounded by windows to let the sunshine in! 98 Walk Score, and a perfect 100 Transit Score, and the Seattle Streetcar right out your door. Welcome to the neighborhood! Pet Policy Pets Welcome! Some restrictions and fee's may apply. Contact us! Income Requirements: 2.5 times the monthly rent Driving Directions: I-5 South: Follow I-5 S to S Dearborn St in Seattle. Take exit 164 from I-5 S Take 7th Ave S and S King St to your destination I-5 North: Follow I-5 N to S Dearborn St in Seattle. Take exit 164A from I-5 N Continue on S Dearborn St to your destination Office Hours: Monday-Sunday:10:00AM-6:00PM UX3bxPPS Is rent cheap, average, or expensive? <SEP>
", cheap, average
2599,"6115 111th Street East, Puyallup, WA 98373 Deer CreekStrike a balance between work and your social life at Deer Creek, a stunning community set between the snowy mountains of Mt. Rainier and the excitement of downtown Tacoma. Situated in Puyallup, Deer Creek Apartments offers one, two and three-bedroom apartments with upgraded modern finishes and superior amenities at an appealing price. Envision yourself enjoying the private swimming pool, working out in the fitness center, lounging in the resident clubhouse, or playing with your kids at the playground. Deer Creek Apartments offers several amenities and is just minutes from shopping, dining, and entertainment in Puyallup. Schedule your tour today to see why so many people love calling Deer Creek Apartments in Puyallup home. Apartment Features: Wood Burning Fireplaces in Select Homes Washer/Dryer Storage Closets Hardwood Floors Private Patios and Balconies Gourmet Kitchens with Microwaves and Ice Makers Community Features: Heated Pool and Spa Newly Renovated Clubhouse with Billiards Table Garages Available Package Receiving On-Site Management Translation Service Available Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", average, average
8057,"Bedrooms: 1 Bathrooms: 1 Square Feet: 652 Date Available: 2022-09-24 Address: 2170 Bel-Red Road Reach New Heights At Vue 22 ApartmentsDesigned to be a new lens for which to see the world, Vue 22 Apartments provides the perfect setting to start elevating your expectations. From our rooftop deck with outdoor TVs and an unobstructed view of the surrounding neighborhood to our high-tech fitness center and yoga studio, you’ll love calling our Bellevue community home. Balancing work and play will come effortlessly on our lushly landscaped grounds, as you enjoy time in the organic community garden or socializing with friends over a game of bocce in the courtyard. Let Vue 22 Apartments in Bellevue wrap you in all the comforts and luxe details you deserve with everything from wood-style flooring, quartz countertops, and stainless steel appliances to front-loading washers and dryers and built-in desks. (+more) Our Crossroads apartments are ideally situated near the heart of Bellevue. We are within minutes of the Microsoft campus, and the Bellevue Technology Center, plus our proximity to WA-520 provides ease of access to other major employers and endless shopping, dining, and entertainment destinations in nearby Seattle, Redmond, and Kirkland. Discover our spacious and sophisticated studio, one and two bedroom apartments and lofts in Bellevue, Washington with all of the convenience, character, and premium features you could ask for. To learn more about Vue 22 Apartments, contact our leasing office today to schedule a tour. Amenities Include: Built-in linen closet Oversized walk-in closets Keyless smart lock technology Controlled-access bike storage and bike repair room Multi-level fitness center with yoga studio and state-of-the-art equipment Front-loading washer and dryer Open green space with bocce ball and oversized chess USB charging outlets in kitchen Resident social lounge with demonstration kitchen and billiards table, shuffleboard table and arcade games Wine storage room Onsite storage available Move-in with NO SECURITY DEPOSIT: Only a small one-time payment Call: show contact info For more information, visit us at: <URL> Equal Housing OpportunityPrices Change DailyFlexible Lease Terms Is rent cheap, average, or expensive? <SEP>
", average, average
1635,"Thank you for your interest in Clara Apartments! 78 new apartment homes in the University District, steps away from UW and the “Ave.” Studios, one- and two-bedrooms available. Secured building with thoughtfully designed layouts and high-end finishes. Features: - in unit 2 burner cooktop - Rooftop deck - Indoor bike storage - Storage spaces for rent - Community lounge with tv and kitchen - Community study lounge - Courtyard - Secure package storage/ Amazon locker Ready for Fall Quarter. Students, inquire with us about reserving your unit! *This is a student-only community* Apply and find criteria here: <URL> Prices, plans, specifications, terms, incentives, advertising, and availability are subject to change without notice. Floor plans and photos are for illustrative purposes only. Is rent cheap, average, or expensive? <SEP>
", average, average
8474,"Smith & Burns Apartments 4455 Interlake Ave North, Seattle, WA, 98103 Call Now - show contact info x 34 OR Text 34 to show contact info to contact our team. See our property details here: <URL> Now Offering In-Person Tours! This is a 1 Bedroom, 1 Bath, approximately 713 Sq. Ft. Smith & Burns is a well-crafted community in the heart of Wallingford, WA. Located at 45th and Interlake Ave. N. you will experience true convenience and ease of living at Smith & Burns. A quality grocer, dozens of cafes, and unique boutique retail is all within a couple blocks. Feel wonderful about supporting local business and have a great time while doing it! Inside Smith & Burns, Bauhaus inspired interiors paired with local found objects, salvaged materials, and custom art create a warm environment that truly speaks to the eclectic and friendly nature of Wallingford. LEED certified, Smith & Burns is dedicated to sustainable, green living. As a resident you will enjoy privileged access to the fitness center, library, lounge, rooftop deck, coffee bar, and creative entertainment spaces! Many special touches make Smith & Burns unique like you! Live at Smith & Burns and Love Your Home! Pet Policy 2 pet max No Breed Restrictions Driving Directions: Located on the corner of N 45th St and Interlake Ave N Office Hours: Monday-Friday:9:00AM-6:00PM Saturday:10:00AM-5:00PM cAzVr7Ho Is rent cheap, average, or expensive? <SEP>
", expensive, average
6140,"420 West Smith Street, Kent, WA 98032 Experience the perfect blend of style, comfort, and urban living at The Platform Apartments in Kent, WA. Choose from our studio, one and two-bedroom floor plans. Each apartment home features designer touches including Berber carpeting, accent walls, floor-to-ceiling windows, and more. We also welcome pets so feel free to bring your furry friends home with you! Our Kent apartments for rent are conveniently located in the heart of the Historic Downtown area. Enjoy living just minutes from local shopping, dining, entertainment, and public transportation. Don’t wait to give us a call and schedule a tour to make The Platform Apartments in Kent your new home. Apartment Features: Energy Efficient Windows Economical Forced-Air Heating In-Unit Washer/Dryer Designer Kitchens Built-In Microwave Stainless Steel Finish Appliances Community Features: USB Charging Outlets Recycling Center & Trash Chutes Pre-Wired for Internet & Cable Translation Service Available Fitness Center Indoor Bike Parking Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
2780,"97 Byrd Drive, Steilacoom, WA 98388 Harbor Oaks Apartments in Steilacoom, WASurrounded by natural beauty and history, Harbor Oaks sits in the heart of Steilacoom, Washingtons first incorporated city. Harbor Oaks offers spacious and beautifully designed one, two, and three-bedroom apartment homes with craftsman style finishes, and details that count. The Steilacoom Ferry Terminal is just minutes from the community, and the public beaches and endless coastal views make living here a pleasure year-round. Along with excellent schools, nearby shopping malls, and access to major cultural and economic centers like Tacoma, you couldnt ask for a more idyllic setting and the perfect community to call home. Apartment Features: 15-ft Vaulted Ceilings Garbage Disposal Dishwasher Washer & Dryer High-Speed Internet Hardwood-Like Flooring Community Features: Children’s Playground Translation Service Available Close to Running Trails On-Site Management Close to JBLM Additional Laundry Facility Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", expensive, average
7329,"Welcome To Bayview West. This peaceful apartment community boasts amazing water and mountain views and is close to everywhere you want to be. Conveniently located just off Highway 3, the property is minutes from downtown Bremerton, the Naval Base, shopping, dining and more. Our upgraded apartment homes feature vaulted ceilings, granite countertops and some have mountain views. As a resident, you will enjoy ample parking, in-home washer and dryer, a gas fireplace and a balcony with extra storage. An ideal location and beautiful scenery make this the perfect place to call home. -Vaulted Ceilings -Refrigerator With Ice Maker -Gas Burning Stoves -Granite Countertops -Gas Fireplace -Extra Storage -Mountain Views -Off Street Parking -Ceiling Fan -Built-in Shelving -Minutes To Naval Base & Downtown Bremerton -Pet Friendly Call: show contact info For more information, visit us at: <URL> Pricing and availability are subject to change. Is rent cheap, average, or expensive? <SEP>
", average, average
1334,"Interview now for Sept 🐴 Small Apt for 1 person - 1 car / strong horse knowledge required ability to help with turn out  feeding occasionally . Quiet gated. Non smoking safe community with lovely yard and walking trails near.by. Easy access to shopping 520 etc but this is county life not for the “city types”. Set up for Comcast/ water- sewer included In rent/ tenant responsible for garbage PSE and heat, Ideal for a work from home situation as this is. Very quiet Upstairs apt/ hardwood floors own kitchen washer dryer covered parking for 1 car only.1 large bedroom/ Tenant below is quiet teacher- another teacher in Redmond area would be a great fit also- No dogs please respect this as we have service dog on site- kitty is ok. Extensive background check will be done for 35.00 tenant applicant pays-References will be checked as well. First last damage. Please contact Ernie property manager 🐴 Thanks Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
874,"Helm Apartments Located at: 128 127th St SE Everett, WA 98208 Featured unit: 1 bed | 1 bath | 672 sq ft Prices start at: PRICE - PRICE/month Call Today! show contact info Everett is tied to the ocean and its shifting landscape of waves. And when you live close enough to skip stones on Silver Lake or walk the shoreline at Picnic Point Park, you live at the helm. At Helm, you'll find all the comforts of home mixed with the energy of connected community spaces. Make a splash in the resort-quality pool. Take your first mate out for a run at the dog park. Chart a new course in the conference room. Or put your anchor down in your spacious apartment home. Wonderful Amenities! ❖ 24 Hour Availability ❖ Conference Room ❖ Dock ❖ Dog Park ❖ Lounge ❖ Online Services ❖ Pool & Spa ❖ 24/7 Package Lockers ❖ 24-Hour Fitness Studio with Protein Shake Machine ❖ Clubhouse with Fireplaces & Big Screens ❖ Community Kitchen with Espresso Bar ❖ Game Room with Billiards ❖ Outdoor Lounge with BBQ Grill ❖ Planned Social Activities ❖ Pool & Spa Apartment Features! ❖ Dishwasher ❖ Disposal ❖ Kitchen ❖ Microwave ❖ Quartz countertops ❖ Stainless Steel Appliances ❖ Subway Tile Backsplashes ❖ Walk-In Closets ❖ Garages Available ❖ Granite Countertops ❖ Modern, Flat-Panel Cabinets with Under-Cabinet Lighting ❖ Private Patios/Balconies ❖ Spacious Studio, One-, Two- & Three-Bedroom Floor Plans ❖ Subway Tile Backsplashes ❖ Washers & Dryers ❖ Wood-Style Plank Flooring Look and Lease Special, 4-weeks free on select units. Must apply within 24-hours of tour; and move-in by 8/31. Lease terms and restrictions apply. Please contact the leasing office for more information. Hours: Mon - Fri: 8:00 AM - 6:00 PM Sat: 10:00 AM - 5:00 PM Website: <URL> Terms: 3-Month, 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month Pet Policy: For complete Breed Restrictions, please see the Important Links section on our website. Helm Apartments is a pet friendly community. We allow two (2) pets max per household. Please contact the leasing office for more information on pet deposits, fees and rent. For complete Breed Restrictions, please see the Important Links section on our website. Availability and pricing are subject to change without notice. EQUAL HOUSING OPPORTUNITY SPRCL115 7443E76BE81B4988 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
123,"6115 111th Street East, Puyallup , WA 98373 Deer Creek Strike a balance between work and your social life at Deer Creek, a stunning community set between the snowy mountains of Mt. Rainier and the excitement of downtown Tacoma. Situated in Puyallup, Deer Creek Apartments offers one, two and three-bedroom apartments with upgraded modern finishes and superior amenities at an appealing price. Envision yourself enjoying the private swimming pool, working out in the fitness center, lounging in the resident clubhouse, or playing with your kids at the playground. Deer Creek Apartments offers several amenities and is just minutes from shopping, dining, and entertainment in Puyallup. Schedule your tour today to see why so many people love calling Deer Creek Apartments in Puyallup home. Apartment Features: Wood Burning Fireplaces in Select Homes Walk-In Closets in Select Homes Gourmet Kitchens with Microwaves and Ice Makers Washer/Dryer Private Patios and Balconies Hardwood Floors Community Features: Double Sinks Pantry Stainless Steel Appliances Microwave Energy Efficient Appliances Dishwasher Separate Dining Area Large Closet Dual Vanity Sinks Carpeted Disability Access In-Unit Laundry Views Spacious Floorplans Ceiling Fan Hardwood Flooring Heat Included Wired for Technology Billiards Table Fitness Center Pet Friendly Controlled Access Playground Recycling Swimming Pool Clubhouse Close to Shopping Close to Public Transportation Close to Restaurants Close to Freeway Close to Schools Flexible Lease Terms Available Online Payments Available On-Site Maintenance On-Site Management Online Service Requests Package Receiving Postal Services Newly Renovated Clubhouse with Billiards Table Zero Deposit Community Covered Parking Heated Pool and Spa Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", expensive, average
2271,"Select your dream home from a diverse collection of thoughtfully designed studio, one and two bedroom apartment homes available at Beaumont Apartments, which include a variety of layouts. Enjoy the extra room of an expansion, open floor plan, no matter what one you pick! -Keyless smart lock technology -Virtual Moving Concierge: Complimentary address change, set up home services and digital moving announcements -Landscaped courtyard with outdoor seating -Co-working lounge with complimentary Wi-Fi -App-controlled smart home automation including smart plug, hub, voice assistant, and leak detector -Smart thermostat -Private garage parking available -Fenced dog park with pet watering station -9-foot ceilings -Pet friendly (breed restrictions apply) -Package locker with 24/7 access to packages -Wood-style plank flooring Call: show contact info For more information, visit us at: <URL> Equal Housing Opportunity Prices Change Daily Flexible Lease Terms Is rent cheap, average, or expensive? <SEP>
", average, average
9547,"10321 Meridian Ave N, Seattle, WA 98133 Arabelle Apartments are conveniently located in North Seattle, near North Seattle College, UW Medical Center, the Link Light Rail, and more! With many dining and entertainment options nearby, you'll always find something to keep you busy. Schedule a tour today and see why you'll love living at Arabelle Apartments! Apartment Features: Balcony/Patio Washer/Dryer Dishwasher Community Features: Translation Service Available Pet Friendly Secure Building Close to Public Transit Walking Distance to Target, Retail & Restaurants Garage Parking Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", cheap, average
4160,"A Place to Call Home! Property Address 6416 South 10 Th Street | 1007 | Tacoma, WA 98465 Available: Now Offered By SPANISH HILLS APARTMENTS | show contact info Description Our community offers 1 and 2 bedrooms situated on beautifully landscaped grounds across from Tacoma Community College. We are conveniently located along a public transportation route, within close proximity to Interstate 5, and 2 blocks away from James Center, a shopping center offering great grocery, shopping, and dining choices. Living here, you will have access to our indoor Olympic sized Pool, Dry Sauna, Billiard Table, Fitness Room, Sports/Basketball Courts and outdoor playground. Call today to set an appointment to view one of our apartment homes and learn how Spanish Hills can be the right choice for you! Amenities Fitness Center Game Room Sports Court Basketball Court Play Area Pool Open Parking Carports Details Beds/Baths: 1BD/1.0BA Square Feet: 620 Rental Terms Rent: PRICE Available: Now Application Fee: PRICE Security Deposit: PRICE Is rent cheap, average, or expensive? <SEP>
", expensive, average
1145,"We are pet friendly Welcome Home to 999 Hiawatha Call Now: show contact info 999 Hiawatha 999 Hiawatha Pl S, Seattle, WA, 98144 Use this link for more info: <URL> This is a 1 Bedroom, 1 Bath, approximately 707 Sq. Ft. Experience city living at its best at 999 Hiawatha. Located in Seattle’s vibrant, up-and-coming Jackson Place Neighborhood, yet nestled near parks and trails, 999 Hiawatha is an urban retreat for city dwellers. We’re a fresh, pet-friendly community with a wide choice of studio, one, and two-bedroom floor plans. Enjoy epic views of Mt. Rainier and Downtown Seattle from lush rooftop patios, easy commuter access to Downtown Seattle and Bellevue, and all the Jackson Place neighborhood has to offer! Features - Self-Cleaning Oven - Faux White Wood Blinds - Pet Friendly - Large Light-Filled Windows - Full Size Washer & Dryer - Fully Equipped Kitchen - Stainless Steel Appliances - Energy-Efficient Appliances - Vinyl Plank Flooring - Updated Light Fixtures Community Amenities - Electric Car Chargers - Secure Parking - Interior Garden Courtyard - Storage Lockers - Fitness Center- In Progress - Package Lockers - 2 Roof Top Decks - Bike Storage Pet Policy We allow up to 2 pets per home with common breed restrictions for dogs. Office Hours Monday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-5:00PM Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply. e0TtGcctKXF Is rent cheap, average, or expensive? <SEP>
", average, expensive
8929,"Willina Ranch Apartments 15515 Juanita Woodinville Way NE Bothell, WA 98011 Pricing: PRICE - PRICE/Month* Bedrooms: 1 Bathrooms: 1 Square Footage: 827 sq ft show contact info Features in this apartment home: − Deck in Select Apartment Homes − Dishwasher − Extra Storage in Select Apartment Homes − Garage in Select Apartment Homes − Gas Fireplace − Gas-efficient Water Heaters − Hardwood Floors in Select Apartment Homes − High-speed Internet Access − Microwave − Natural Lighting − Stainless Steel Appliances in Select Apartment Homes − Walk-in Closets − Washer and Dryer in Home About the community: At Willina Ranch Apartments, you have the option of one, two, and three bedroom apartments and townhomes for rent. Each home features a gas fireplace, plenty of natural lighting, a microwave, walk-in closets, a dishwasher, and an in-home washer and dryer. Select spaces have hardwood flooring, a deck, extra storage, and a garage. As a pet-friendly community, we invite you to bring your pets along. We can't wait to welcome them home! Schedule a Tour: <URL> Amenities at our property: − Clubhouse − Covered Parking − Easy Access to Freeways − On-Site Maintenance − Package Receiving − Recycling − Fitness Center − Reserved Covered Parking − Shimmering Swimming Pool − Smoke Free − Soothing Spa − Sundeck − Views Available Additional information: Terms: 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month Pets: Pets Welcome Upon Approval. Breed restrictions apply. Limit of 2 pets per home. Pet deposit is PRICE per pet. Doggy DNA is a one-time setup fee of PRICE. Monthly pet rent of PRICE for cats and PRICE for dogs will be charged per pet. Breed Restrictions: Pit Bulls, Staffordshire Terriers, Rottweilers, Doberman Pinchers, Chows, Presa Canarios, Akitas, Alaskan Malamutes, and Wolf-hybrids. Website: <URL> Phone: show contact info *Prices are subject to change without notice EQUAL HOUSING OPPORTUNITY 533B31F7EE354970 Is rent cheap, average, or expensive? <SEP>
", average, cheap
2183,"The Lodge Apartments Visit Our Community Today! 17500 25th Ave NE Marysville, WA 98271 show contact info Welcome to The Lodge at Smokey Point, featuring spacious one, two, and three bedroom apartment homes. The Lodge provides an escape from the norm by offering contemporary conveniences in a relaxed lodge environment. Take a break by the pool, or gather around the fireplace in the community center, The Lodge is ready to welcome you home. Conveniently located on the I-5 corridor, and surrounded by a thriving epicenter of vibrant shopping and dining choices, The Lodge is located in the middle of everywhere. Bedrooms: 1 |  Bathrooms:  1 Square Footage: 769 sq ft Rental Pricing: PRICE - PRICE/Month Our Residents Enjoy: ● Basketball Court ● BBQ/Picnic Area ● Billiards ● Business center ● Clubhouse ● Courtyard ● Fitness center (2) ● Outdoor pool (2) ● Package Service ● Playground (2) ● Covered outdoor patio with fireplace and BBQ ● Off Street Parking ● Onsite management services ● Open 1, 2 & 3 bedroom apartment homes ● Pet friendly community, with pet stations ● Planned Social Activities ● Reserved covered parking available ● Resident Lounge ● Unattached garages ● Walking distance to abundant shopping and dining This Unit Comes With: ● Carpet ● Dishwasher ● Disposal ● Oversized windows ● Range ● Refrigerator ● Vinyl Flooring ● Washer/dryer ● Wheelchair Access in Select Homes ● Attached garages in select homes ● Breakfast bars in select homes ● Private patios and decks ● Spacious vaulted ceilings in select homes ● Walk-in closets in select homes ● Wooded views in select homes Website: <URL>/ Phone-Number: show contact info Pet-Policy: We love your furry friends! Two pets per apartment home accepted PRICE refundable deposit One time pet fee of PRICE (PRICE for additional pet) PRICE pet rent per pet Breed restrictions apply Lease-Length: 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month Call for Directions EQUAL HOUSING OPPORTUNITY F633AEA509534A62 Is rent cheap, average, or expensive? <SEP>
", expensive, average
4321,"2301 58th Avenue East, Fife, WA 98424 The Lakes Apartments are located in Fife, Washington, just east of Tacoma. We are conveniently close to everything you need with shopping, parks, schools, and freeways right down the street you name it, its all within minutes. We also offer a friendly and engaging community. Apartment Features: Dishwasher Disposal Washer & Dryer Patio/Balcony New Vinyl Windows Community Features: High Speed Internet Access Zero Deposit Community Fitness Center Flexible Monthly Payments with Flex Rent Clubhouse Translation Service Available Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", average, average
8879,"Tria Apartments RENT: PRICE / MONTH SIZE: 493 sq ft BEDROOMS: 1 BATHROOMS: 1 LEASE TERMS: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month Move-In Special - 6 weeks free on all available homes for new residents. Lease terms and restrictions apply. Please contact the leasing office for more information. UNIT FEATURES: ➢ Cable Ready ➢ Ceiling Fans ➢ Dishwasher ➢ Disposal ➢ High Speed Internet Access ➢ Microwave ➢ Oven ➢ Pantry ➢ Range ➢ Dimmer Switches ➢ Hardwood Floors ➢ High End Stainless Steel Appliances ➢ In-home Washer and Dryer ➢ Private Balcony or Patio in Select Homes ➢ Quartz Countertops ➢ Refrigerator ➢ Tub/Shower ➢ Walk-In Closets Each of the one- and two-bedroom apartments for rent at Tria Apartments is ready for your personal touch. Handsome hardwood flooring is a classic choice, and stainless-steel appliances make your kitchen look sleek and stylish. Your own private balcony or patio brings the gorgeous greenery of the surrounding area into your home, and an in-home washer and dryer and oversized closets help you stay organized. PROPERTY FEATURES: ➢ 24 Hour Availability ➢ 24-Hour Emergency Maintenance ➢ Bike Storage ➢ Clubhouse ➢ Contactless Online Payment ➢ Controlled Access ➢ Multi Use Room ➢ On-Site Retail ➢ Pet-Friendly Community ➢ Property Manager on Site ➢ 24-Hour Community Lounge ➢ Car Charging Station ➢ Close to Lake Boren Park ➢ Elevator ➢ Package Service ➢ Rooftop Deck & Lounge ➢ Secure Garage Parking ➢ Smoke-Free Community ➢ Stainless-Steel Barbecue ➢ Vehicle Charging Stations PET POLICY: Tria Apartments is a pet friendly community. We allow two (2) pets max per household. PRICE/pet monthly pet rent. PRICE pet deposit and PRICE non-refundable pet fee. For complete Breed Restrictions, please see the Important Links section on our website. VISIT OR CALL US TODAY! 12833 Newcastle Way Newcastle, WA 98056 show contact info Website: <URL> EQUAL HOUSING OPPORTUNITY SPRCL113 1F40D475F8AF4B8B Is rent cheap, average, or expensive? <SEP>
", cheap, average
10528,"Sutters Square 12221 Airport Rd, Everett, WA, 98204 Interested in more information? See link below: <URL> Call Now - show contact info x 42 OR Text 42 to show contact info to contact our leasing team. Welcome to Sutter's Square 1 Bedroom, 1 Bath | Approximately 661 Sq. Ft. 661 Community Info: Sutter’s Square offers the best living in Everett, Washington. Our spacious one and two bedroom apartment homes feature fully equipped kitchens, decks or patios with storage, and wood-burning fireplaces with custom mantles. Residents of Sutter’s Square Apartment Homes also enjoy a resort like outdoor pool, mature landscaping, and year-round outdoor spa. We are conveniently located in Everett, WA close to I-5 and highway 99 with easy access to an array of restaurants and shopping centers such as Harbour Pointe Shopping Center and Everett Mall. Sutter’s Square is also minutes away from the Port of Everett Marina, Boeing, and the US Navy Base. We invite you to discover the very best living at Sutter’s Square! Unit Highlights ✧  Patio/Balcony With Attached Storage ✧  Built In Desks ✧  Open Floor Plan ✧  Wood-Burning Fireplace ✧  Fully Equipped Kitchens ✧  Washer & Dryers In Unit Community Highlights ✧  Covered Parking Available ✧  24 Hour Emergency Maintenance ✧  Seasonal Outdoor Pool ✧  Storage Units Available ✧  Detached Garage Available ✧  Year Round Outdoor Spa Office Hours Mon, Wed, Fri:9:00AM-6:00PM Tue, Thur: 10:00AM-6:00PM Saturday:10:00AM-5:00PM Pet Policy Pet Policy Pets - Max 2 allowed, Max weight 50 lb each, One time Fee PRICE, Refundable Deposit PRICE. Comments: Breed Restrictions apply. Photos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions. Equal Housing Opportunity 45hNyCJ5l Is rent cheap, average, or expensive? <SEP>
", expensive, average
5846,"2201 104th Street South, Tacoma, WA 98444 Altitude 104 Apartments in Tacoma, WAAltitude 104 is a recently renovated, cutting-edge community located in a beautiful park-like setting. We are located within minutes of Joint Base Lewis-McChord, Hwy 512 and I-5, and major shopping centers. At Altitude 104 we also offer many extras for our residents such as extended cabana hours, a seasonal swimming pool, dry heat sauna & fitness center. Come visit Altitude 104 Apartments today! Apartment Features: Microwave Garbage Disposal Dishwasher Large Bedrooms Washer & Dryer Forced Air Heating Community Features: Flexible Monthly Payments with Flex Rent Carports & Garages Outdoor Swimming Pool Zero Deposit Community Extended Cabana Hours Translation Service Available Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", cheap, average
4291,"Welcome to Terry Denny The Terry Denny Lofts & Penthouse Apartments in Downtown Seattle The Terry Denny Apartment Building in downtown Seattle's Pioneer Square artfully combines old and new with unique live / work spaces designed for urban residents. Historic loft apartment interiors with renovated apartment building amenities feature hardwood floors, exposed brick walls, modern kitchens, and generously sized bathrooms. New construction penthouse loft apartments offer private decks with stunning views of Elliott Bay and downtown Seattle, floor-to-ceiling windows and a second level perfect for a home office or bedroom. Building amenities include affordable parking options, community roof top deck, bike storage and on-site storage units. Terry Denny Loft Apartments and Penthouse Apartments are available for rent. The Terry Denny Lofts & Penthouse Apartments are located at 111 First Avenue South in the vibrant and historic Pioneer Square neighborhood, where you’ll find a host of galleries, bookstores, boutiques, restaurants, outdoor spaces and all the amenities that downtown Seattle has to offer. Apartment Features: Washer/Dryer Digital cable available Ceiling fans 17 foot ceiling height Floor-to-ceiling windows Flexible living space with second level upstairs loft Concealed architectural lighting Designer modern kitchens with above counter lighting, stainless steel backsplash and solid black epoxy counters Spacious white tiled baths feature built-in vanity and large above counter sink basin Appliances include dishwasher, disposal, glass-top range and washer & dryer in each unit On-site storage units available Hardwood floors 11 to 15 foot ceilings Additional closet and kitchen cupboard space Large private decks with breathtaking water and city views Wheelchair access Community Features: On-Site Management Availability 24 Hours Bicycle Storage Electronic key card access to building On-site parking available Open flexible living spaces Original millwork Exposed brick walls Five-panel oversized mahogany slider doors Historic landmark building Additional parking available at nearby garage, with special discounted monthly rates for residents Stainless steel elevator Community roof top deck with Elliott Bay view and gas grill Garage Historic Building Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
6817,"Call Now - show contact info x 73 OR Text 73 to show contact info to text us. This is a 1 Bedroom, 1 Bath, Approximately 513 Sq. Ft. Hailey Apartments offers spacious and light-filled studio, junior one, one and two bedroom modern apartment homes with beautiful designer finishes. Located just minutes from Union Station and countless shopping, dining and nightlife options, your home at Hailey Apartments provides a peaceful retreat from busy metropolitan life. Features: Modern Cabinetry, Quartz Countertops, Luxury Vinyl Plank Flooring, Undermount Sinks, Stainless Steel Appliances, Walk In Closets*, Private Balconies*, 9Ft Ceilings, In-Unit Washer & Dryer * Select Units Community Amenities: Bicycle Storage, Conference Room, Roof Deck, Easy access to transportation, BBQs & Firepit, Storage Lockers Available, Short walk to restaurants, Convenient retail nearby, Landscaped Courtyard, Close to museums, Fitness Center, Walking distance to Union Station, Coworking Space, Secure Package Room, Dog Wash, Parks and hiking just minutes away See our property details here: <URL> We do not accept Comprehensive Reusable Tenant Screening Reports as defined by and pursuant to RCW 59.18. 0t7rFadpl0iY Is rent cheap, average, or expensive? <SEP>
", average, average
