,prompt,expected_completion,actual_completion
488,"CARDINAL PERSON PERSON ORG Cool junior CARDINAL bedroom CARDINAL bathroom in GPE features rehabbed kitchen with stainless steel appliances , dishwasher , combination living and dining rooms , beautiful hardwood floors throughout , spacious bedroom , great closet space , rehabbed bathroom , laundry in unit , and pets are welcome ! Steps to shopping , nightlife , transportation , and more ! UAnum Please Call PERSON PERSON at num.num.num\unumc to schedule an appointment to view this apartment and mention Apartment ID : DATE . Urban Abodes num.num.num\unumc < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
385,"Text PERSON with the Apartment Guys at CARDINAL - num - num and ask for reference # MONEY . Affordable num Bedroom in a PLACE Full Amenity Hi - Rise ! This unit features modern appliances , a dishwasher , and central heat and air ! Building features a roofdeck , fitness center , pool and jacuzzi , doorman , party room , and on - site dry cleaners . Parking is often available for an additional fee . Walking distance to shops , nightlife , restaurants , and public transportation ! Prices are subject to change . * * Photos may be of a similar unit.***Prices subject to Change * * * For faster response best to call or text CARDINAL - num - num with reference # num * Is rent cheap, average, or expensive? <SEP>
", cheap, average
139,"The Brewery Lofts CARDINAL West Fletcher ( ORG ORG ORG ) ( num Block South of GPE and CARDINAL Block East of GPE ) ' , "" GPE 's most popular loft community is the conversion of this DATE building that is listed on ORG ORG ORG ORG ORG ORG . "" , ' This redevelopment of the former ORG ORG ORG created CARDINAL unique , award - winning loft apartments from a CARDINAL - building site . Studio , CARDINAL and CARDINAL bedroom residences are featured and each unit comprises a special CARDINAL - of - a - kind design with lots of character and exposed brick . Many of the units have tall , wood - beamed ceilings . All of the units were recently rehabbed with sleek new kitchens and bathrooms . Building amenities include a great exercise room and laundry facility and CARDINAL roof - decks featuring sunning and lounging furniture , eating tables and oversized grills . Indoor and outdoor parking are available for an additional cost . The building is close to FAC FAC FAC stop and all the great shops and restaurants along the GPE corridor . ORG ORG : NEW num/num DROP OFF DRY CLEANING SERVICE ! •Laundry room on the ORDINAL floor •Exercise room facility on the ORDINAL floor • Roof - top decks with gas grill on the ORDINAL floor •Telephone intercom access system • Bike room • Storage lockers • Outdoor gated parking available • Indoor garage parking available PRODUCT PRODUCT PRODUCT PRODUCT Individually controlled heat and A / C • Dishwasher • Mini - blinds • Track lighting • Ceiling fans • Cable ready • Tall ceilings • Soaring windows • Wall - to - wall carpeting • Many units also feature fireplaces • Select units include private outdoor areas Our buildings are cat friendly , but sorry -- dogs are not allowed . ORG ORG : < URL > The PLACE Companies < URL > Please Call num - num - num or email to set up a tour ! We are family owned and committed to great customer service ! * * * NO APPLICATION FEE * * * Apply for free at < URL > We do require DATE DATE DATE rent and administrative fee ( $ MONEY / Studio ; $ MONEY ; $ MONEY ; $ MONEY ) due at lease signing , and a PLACE deposit ( DATE DATE DATE rent due ) at key pick up . Is rent cheap, average, or expensive? <SEP>
", cheap, average
106,"DATE FAC FAC FAC Bnum GPE , ORG ORG ORG DATE DATE ! Please email leasing with showing requests and inquiries . Rehabbed , spacious , condo quality CARDINAL bed ! Apartment features an eat - in kitchen , granite counters , CARDINAL ” wood cabinets , sconces , and more ! ' , "" Do n't miss this ! "" , ' WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART , spacious layout - Dining room / office space - Dishwasher & microwave - Heat and water included - Beautifully landscaped courtyard - Storage unit included ( based on availability ) - Bike room - Renovated laundry room in building - Small pet friendly ( cats and dogs CARDINAL CARDINAL CARDINAL , breed restrictions , pet fee ) - Free street parking - City of GPE parking lot CARDINAL block away with off street parking for rent ( $ MONEY / quarter , $ MONEY / year ) - Responsive onsite property manager Photos are of the exact or very similar unit on site . Lease Terms : MONEY MONEY MONEY Move - In Fee No PLACE Deposit Heat and water is included Tenant responsible for cooking gas and electric ORG ORG ORG ORG ORG ORG ORG num + credit score - Gross DATE income should be at lease numx the rent ( There are some exceptions to these requirements , such as being a full time student and having a cosigner ) ORG ORG : ' , "" - Conveniently located near grocery stores ( ORG , ORG ORG ORG ORG , PERSON ) , shopping ( FAC FAC FAC FAC ) and numerous dining and beverage establishments "" , ' - Easy access to ORG ORG , FAC FAC , ORG , FAC FAC FAC FAC FAC , Cermak Pace bus - GPE is conveniently located within QUANTITY QUANTITY of CARDINAL major transportation arteries , FAC FAC FAC ( I-num ) to the north and FAC FAC FAC ( PRODUCT ) to the south . ' , "" - GPE has CARDINAL commuter rail stations , serviced by ORG along FAC FAC FAC , which offer GPE residents ready access to area jobs and visitors easy access to GPE 's many attractions . "" , "" - Pace bus service is extensive and links conveniently to the ORG 's elevated ORG ORG trains . "" , "" - Additionally , both FAC FAC FAC and FAC FAC FAC are within easy driving distance . "" , "" Do n't miss this ! "" , ' WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART Is rent cheap, average, or expensive? <SEP>
", average, cheap
82,"Sunny one bedroom , CARDINAL bathroom apartment located steps from FAC FAC FAC and a short walk over to the heart of FAC FAC . This apartment features an updated kitchen with stainless steel appliances and a dishwasher , hardwood flooring throughout , central air , and in - unit laundry . Pets welcome . Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
204,"Call PERSON PERSON with Apartment Guys at CARDINAL - num - num and ask for reference # MONEY . Enjoy quality at an affordable price for an GPE fully updated CARDINAL bedroom ! Located in the GPE GPE historic district near the lake . Easy access to shopping , transportation , parks and beaches . Heat included , electricity and internet are all included ! PERSON and fitness center on site ! Most pets ok ! Prices are subject to change . * * * Photos may be of a similar unit.****For faster response best to call or text PERSON PERSON at CARDINAL - num - num with reference # num Is rent cheap, average, or expensive? <SEP>
", expensive, average
221,"GPE GPE GPE GPE Horner Park Extra Large CARDINAL bedroom with sunroom and dinning room . Central air conditioning , dish washer and private back porch with GPE in site and plenty of parking . ORDINAL Floor Call George for a showing or message me here :)) CARDINAL ( CARDINAL ) CARDINAL - num $ MONEY Is rent cheap, average, or expensive? <SEP>
", average, cheap
374,"PROPERTY INFO ID : CARDINAL Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Pet Friendly Price is net effective of a promotion ! Please email a link to this ad with the following information : When is your move date?(is it flexible , if so how far in either direction ) ? Do you have any pets ? ( weight and breed ) ? DATE rent ) ? ' , "" Neighborhoods you 're considering ? "" , ' When are you available for a showing ? This beautiful and contemporary residence is a great example of what we love about modern urban planning . Starting from the top , literally , you ’ll enjoy a rooftop pool , sundeck and fire pit , or move down to the ORDINAL floor terrace - style patio for a BBQ at one of the outdoor grilling stations . Inside , the amenities seem nearly endless with a club room , media lounge and game room , fitness center , yoga studio , fireplace and library . Combine this with QUANTITY QUANTITY QUANTITY of retail , a neighborhood ORG ORG ORG ORG out of CARDINAL , and a CARDINAL block walk to either PRODUCT PRODUCT PRODUCT or Brown / Purple Lines , and it ’s easy to see why this property is so desirable . The building is PERCENT PERCENT smoke - free , has a TIME TIME TIME PLACE door staff , and coming soon , one gigabit capable LOC LOC LOC . Those same smart folks who designed the outside of this building also did the inside , starting with floor - to - ceiling windows that offer spectacular views in all directions . The interiors are packed with warm , contemporary finishes , including solid horizontal grain NORP - style cabinets , hardwood laminate floors , ORG faucets and Whirlpool Energy Star appliances . Each unit comes with CARDINAL ’ ceilings , in - unit washer and dryer , and central air . Parking is available on - site at an additional charge and there is permit street parking within walking distance . Cats and dogs are accepted throughout and there is a unique , outdoor secure dog run on - site ( dog breed restrictions apply , but there is no weight limit ) . FEATURES Balcony - Some Units Central Air - Yes Dishwasher - All Dogs - No Weight Limit Flooring - Hardwood Only Laundry- W / D In Unit Luxury Property Pool - Outdoor Security-num Hour PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON CARDINAL - num - num EVENT EVENT EVENT EVENT Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", average, average
88,"Residences at GPE GPE - A place to call home ! Bed : num / Bath : num Sq . Footage : CARDINAL sq ft Rent : $ num - $ num / Month Terms : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE ( CARDINAL ) num - num YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! Relax and unwind - you can stop dreaming and start living . Our GPE GPE apartment rentals are generously appointed with apartment features that will over - satisfy . Enjoy stainless steel appliances , upgraded cabinetry , walk - in closets , and wood floors . What are you waiting for ? Choose from our spacious CARDINAL , CARDINAL , and CARDINAL - bedroom floor plan options DATE ! The WORK_OF_ART is a CARDINAL bedroom , CARDINAL bath apartment with a spacious living area and either a patio or balcony . Our Apartment Homes Feature : ORG ORG , Deck or PERSON ◾ PRODUCT PRODUCT or Eat - in ORG ORG Dishwasher ORG ORG ORG ORG ORG ◾ Stainless Steel Appliances ◾ ORG ORG ORG ORG ORG in ORG ORG ORG ORG ORG ORG ORG : ORG PRODUCT ORG ORG ORG ◾ ORG ORG ORG ORG ◾ Online Payments Available ORG ORG ORG ORG ◾ Playground ORG ORG ORG ORG ◾ Walking / Biking Trails ◾ LOC LOC LOC LOC LOC and Clubhouse ◾ TIME TIME TIME TIME - Floor Fitness Center with State - of - the - Art Equipment ORG TIME TIME TIME Emergency Maintenance ORG TIME TIME TIME Maintenance Commitment ◾ Brand New Luxurious Clubhouse ◾ ORG and MONEY MONEY MONEY MONEY MONEY ◾ Ice Skating Rink * * DATE Only ◾ Pet - Friendly Large Dogs Accepted ◾ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Contact Info : ( CARDINAL ) num - num num S Goebbert GPE GPE GPE , ORG ORG ORG : < URL>/ Mon - Fri : TIME TIME TIME TIME TIME Sat : TIME TIME TIME TIME TIME Pets : Breed Restriction;Weight Restriction;Available in select buildings . We charge a $ MONEY fee per pet . We also charge $ MONEY for pet rent for each pet DATE . Pet Types : Cats and Dogs Breed restrictions apply . Weight restriction : CARDINAL CARDINAL CARDINAL lbs on the ORDINAL floor . Maximum pets per unit : CARDINAL EQUAL HOUSING PLACE CnumAnumDnumA Is rent cheap, average, or expensive? <SEP>
", cheap, average
185,"Stunning Rehabbed large CARDINAL room CARDINAL bedroom apartment Kitchen With Quartz countertops FAC FAC FAC FAC FAC FAC FAC FAC in pantry in Kitchen New Bathroom tiling , flooring and vanities ORG ORG ORG ORG sanded floors New Mini Blinds Ceiling Fans Central Heat Backyard for Grilling Private Management CARDINAL story PERSON up building $ MONEY background credit check CARDINAL ORG score required Income ( combined or separate ) must equal $ MONEY a month No Evictions No Dogs Non Smoking building No Utility collections Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
318,"LAUNDRY IN UNIT ! CARDINAL Bedroom is modern and new ! LARGE LAYOUT ! Amazing view and space High Rise building ! This apartment also has floor to ceiling windows , an incredible amount of natural light , large walk - in closets and a modern kitchen with a dishwasher . It also has central air conditioning ! Some of the features of the building :   FITNESS center , outdoor swimming POOL , dry cleaners , GRILL area , dog walk area , party room and doorman , high speed Wifi common area . Prices are subject to change.***Photos may be of a similar unit.****For faster response best to call or text PERSON from Apartment Guys at num - num - num with reference # MONEY Is rent cheap, average, or expensive? <SEP>
", expensive, average
414,"Furnished Studio - Great Monthly Rates ! Take advantage of our special discounted rate ! All utilities are included ! PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT Looking for a place to call home for DATE DATE or longer ? We have everything you need without the hassles of traditional apartments , all at a great rate . Each room comes with a fully equipped kitchen and plenty of workspace . And unlike apartments , cable and ORG ORG ORG are already hooked up and free ! With no leases and no credit checks , we are move - in ready . So just bring yourself – and your furry family member – and feel right at home . Property Amenities All Rooms Non - Smoking Pet - Friendly Rooms Available Weekly Housekeeping Included Free Grab - and - Go Breakfast On - Site Guest Laundry Free Off - Street Parking In - Room Amenities Fully Equipped Kitchens Full - Size Refrigerator Electric Range Microwave Free In - Room Wi - Fi Flat Screen TVs ORG ORG with ORG ORG ORG ORG ORG ORG Staying DATE DATE DATE DATE ? We also have great nightly and DATE rates . Call for details . Booking conditions apply . Advertised rate is for a TIME TIME TIME stay , and will vary by room type and stay dates . Rates and availability subject to change . Rate not inclusive of taxes or fees . Actual room may vary from those shown . Pet Policy : A $ MONEY ( + tax ) per day , per pet non - refundable cleaning fee for DATE DATE DATE ( not to exceed $ MONEY + tax per pet ) , payable TIME TIME TIME of your stay . DATE DATE thereafter is a $ MONEY non - refundable fee ( + tax ) per day   per pet ) . Weight , size , and breed restrictions may apply . This site may contain errors , inaccuracies , omissions or incomplete data ( including without limitation mistaken hotel rates or availability ) . Extended Stay America reserves the right to rescind any stated offer and to correct any errors , inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged . Extended Stay America - numWnum LOC LOC LOC LOC , PERSON PERSON , IL num Is rent cheap, average, or expensive? <SEP>
", average, expensive
351,"PROPERTY INFO ID : num Rent : MONEY MONEY MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Pet Friendly Parking : : attached garage Stunning Jr. CARDINAL bedroom in the heart of LOC LOC LOC ! Exposed brick , ORG ORG ORG in - unit . CARDINAL door staff and Maintenance ! Breathtaking outdoor terrace with seating , grills , fireplace , and TV ’s Dog Run – Private resident park - Fitness Center – TIME TIME TIME access Call me for a tour at CARDINAL - num - num- PERSON PERSON truly modern loft - style apartment , this property is perfectly situated to take advantage of everything the South PLACE offers . With easy access to all of the main expressways , and a TIME TIME TIME walk to the Red , PLACE and Green Lines ( ORG ORG ) , you have easy commuter access as well as a short walk to PLACE and the lake . A beautiful sky garden with fire pit and grilling stations , on - site dry cleaning , and private fitness center highlight some of the building ’s convenient amenities . This building is PERCENT PERCENT smoke - free . With floor - to - ceiling windows throughout , these apartments feature large main living spaces and extra large closets . The modern , newly renovated loft - style units offer either hardwood or polished concrete flooring , in - unit washers and dryers and granite countertops in the kitchens . Some units include lofted bedrooms . These unique layouts are fresh and contemporary with stunning views and well - designed , liveable space . All units have central air and some include balconies . Parking is available on - site at an additional charge . Cats are accepted throughout and dogs are welcome on select floors ( dog breed restrictions apply , but there is no weight limit ) . There is a dog run for your CARDINAL - legged friend ! FEATURES Balcony - Some Units Central Air - Yes Dishwasher - All Dogs - No Weight Limit Flooring - Hardwood Only Laundry- W / D In Unit Lofted ( Open)-Some ORG ORG ORG Security-num Hour Doorman Smoking - No Stove - Gas Mailk Lobbins \unumd(num ) num - num\unumc HotSpot Rentals(License # MONEY ) Disclaimer : Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
95,"Tasteful CARDINAL bedroom with additional office / den , CARDINAL bathroom apartment in FAC FAC , caddy corner from GPE GPE , in quiet building . Close proximity to LOC LOC , GPE GPE , and all they have to offer . Close to public green , pink , and blue lines on the El . Amenities included : hardwood floors , expansive living and dining room , and laundry in building . ORG included : water . Is pet friendly . Shared laundry in building . Date Available : DATE DATE DATE . $ MONEY / month rent . No PLACE deposit , move in fee of $ MONEY . Tenants are responsible for gas and electric . Responsive owner . Owner responsible for water , tenants responsible for gas and electric . No smoking . Move in fee $ MONEY . Street parking is easy . Cats and small dogs are acceptable with additional $ MONEY one time fee , and landlord approval of the pet ( no aggressive breeds for dogs ) . Is rent cheap, average, or expensive? <SEP>
", average, cheap
424,"PROPERTY INFO ID : CARDINAL Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Oh My God , what a fabulous way to live . Move in to FAC FAC FAC in the Heart of GPE GPE . Lease Today ! Jeez Oh PERSON . ' , "" GPE 's FAC FAC Just Got Better . "" , ' Near L Train Station . In - Unit W / D. Skyline Views . QUANTITY QUANTITY QUANTITY QUANTITY . Pet Friendly . ORG ORG ORG and delicious eclectic restaurants up and down the street . You will experience the very best GPE GPE and GPE have to offer . Do yourself a solid lease a beautiful unit and live la vida . Come see for yourself . Please text or call , other units available including CARDINAL beds and studios PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON   GPE IL CARDINAL num.num.num section CARDINAL welcome Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
402,"CARDINAL GPE GPE , Unit num Surround by beaches , lakefront paths and FAC FAC greenery , this GPE GPE location truly feels like its own modern oasis with high - rises and skyscrapers as backdrops . Inside the units , vintage and modern features live side by side : Pergo floors , spacious closets and new kitchens . Amenities & features : * Natural Gas , & Water included * Dishwasher , & Microwave Included * Fitness Center * Sundeck * Laundry Room * Bike Storage * Package Room * Elevator * Complimentary Fiber Internet * Intercom- ORG ORG ORG ORG * num- Hour Engineer * All New Rehabs * Spacious Walk - In Closets * Individually Controlled Air Conditioning & Heating ' , "" Nearby stores and restaurants : Trader PERSON 's , ORG , ORG ORG ORG , Barrel Cheese & Wine , Yolk , Cesar 's Killer Margaritas- FAC , GPE of GPE "" , ' LOC LOC transportation is made simple with ORG ORG ORG and ORG buses running along GPE , ORG and ORG . ' , "" Whether you 're taking advantage of scouring unique stores on FAC , catching ORG ORG at ORG ORG and dancing the night away in GPE , you 'll find that GPE GPE has all the perks of a lake adjacent neighborhood and then some . "" , ' Nearby Transit : Bus : CARDINAL ORG ORG : MONEY MONEY ORG ORG : CARDINAL ORG ORG : CARDINAL PERSON PERSON : CARDINAL FAC FAC : CARDINAL PERSON PERSON PERSON PERSON , GPE , * Equal Housing PLACE * Prices & availability are subject to change * DATE DATE minimum lease term unless otherwise specified * Units are leased unfurnished unless otherwise specified * Pictures are representative samples of the advertised unit . In some cases , the actual units you tour many vary from the pictures based on the specific floor plan available . * * * Call or Text PERSON PERSON at ( num)num - num to schedule a tour DATE ! * * * Is rent cheap, average, or expensive? <SEP>
", cheap, average
122,"Charming CARDINAL room apartment in handsome , intimate brick Victorian building . CARDINAL bedroom plus office / den . This light and airy vintage apartment has an open floor plan with high ceilings , finished wood floors , original woodwork , and a beautiful leaded glass picture window overlooking Thomas Street . In DATE we completely renovated the vintage - style kitchen with a ORG dishwasher , farmhouse sink and new stainless - steel appliances . The bathroom was also gut - rehabbed with white subway tile and contemporary cabinets ( see the last CARDINAL photos showing these updates ) . The east - facing windows PLACE the lovely side garden with brick patio . Central heat and air . Washer / dryer onsite . On a quiet tree - lined street near public transportation and all the activities of GPE GPE , GPE , ORG ORG and Division Street . Garage parking spot available : $ MONEY / month . Is rent cheap, average, or expensive? <SEP>
", average, cheap
511,"CARDINAL PERSON PERSON ORG ORG CARDINAL bedroom CARDINAL bathroom garden unit in the heart of ORG ! Unit features newer kitchen , large combination living and dining rooms with ceiling fan , hardwood floors throughout , spacious bedroom , amazing closet space , newer bathroom , on - site laundry room , and pets are welcome . Just steps to shopping , transportation , nightlife , and more ! UAnum Please Call PERSON PERSON at CARDINAL CARDINAL CARDINAL to schedule an appointment to view this apartment and mention Apartment ID : CARDINAL . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
486,"Beautiful CARDINAL bedroom corner unit in GPE GPE available for lease in DATE . Is rent cheap, average, or expensive? <SEP>
", average, cheap
23,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Cats Allowed Parking : : attached garage LOC LOC LOC with a balcony . ORG ORG ORG ORG bed with a great view of the city . CARDINAL of CARDINAL on walk < URL > . TIME TIME to whole foods and TIME TIME walk to redline . TIME TIME to the beach . Perfect location Call me at num - num - num ask for ORG . Ideally situated between LOC LOC LOC and LOC LOC neighborhoods , this uber - central location has a Walk Score of CARDINAL out of CARDINAL meaning you ’ll have easy access to everything you need , including trendy shops , endless dining options and a short hop to GPE GPE . ORG ORG ORG ORG ORG ORG ORG ORG are all within CARDINAL blocks and you ’ll be just a TIME TIME TIME walk to the lake ! This spectacularly - located property offers a sundeck , outdoor pool , and on - site gym , in addition to on - site maintenance , dry - cleaning , package receiving and TIME TIME TIME door staff . Every apartment has an upgraded kitchen , with wood cabinets , granite countertops , and stainless steel appliances . All bathrooms are also upgraded with wood cabinets , granite counters and new lighting . These generously - sized units are highlighted with CARDINAL of closet space and private balconies . Parking is available on - site at an additional charge and cats are welcome . FEATURES Balcony - All Units Central Air - Yes Dishwasher - All Flooring - Carpet Only Laundry - On Site Pool - Outdoor Security-num Hour PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON Apollo Russell ( CARDINAL ) CARDINAL - num HotSpot Rentals(License # MONEY ) Disclaimer : Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", cheap, average
164,"This East PLACE Park building is an amazing location close to everything you need ! Mid - rise walk up that has NO PLACE DEPOSIT REQUIRED . Resident only pays electric and gas . Water , trash , heat included in the rent . BUILDING / APARTMENT FEATURES - Updated Cabinetry - Real Hardwood flooring - Patio - HEAT INCLUDED - Spacious closets - Laundry facilities - DOG FRIENDLY ! NO WEIGHT OR BREED RESTRICTIONS ! For More Information : PERSON PERSON PERSON Properties Inc num - num - num a g a l a m b o s @ B J B p r o p e r t i e s . c o m Equal Housing PLACE Pictures are for marketing purposes and may not represent the exact unit available Prices subject to change Is rent cheap, average, or expensive? <SEP>
", cheap, average
13,"num N Pine Grove PRODUCT PRODUCT CARDINAL bedroom , CARDINAL bath condo in PRODUCT at MONEY MONEY MONEY MONEY features unobstructed lake views , heat and A / C included , updated kitchen with stainless steel appliances , granite countertops , spacious living and dining room , renovated bathroom with marble vanity , king size bedroom , ample closet and storage space , too ! Fantastic full amenity building with CARDINAL hr doorman , parking available , outdoor pool , sundeck , exercise facility , common outdoor deck with grills and tennis courts ! Please Call PERSON PERSON at CARDINAL - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : CARDINAL . Urban Abodes CARDINAL - num\unumc < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
484,"Nice num bedroom with a office space . Hardwood floors .Southern exposure sunlight . Large eat in Kitchen . Central heat and air . In unit laundry . ORDINAL floor apartment with large front deck . Large yard Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
61,"CARDINAL PERSON PERSON PLACE Park Awesome CARDINAL bedroom CARDINAL bathroom in the heart of ORG ORG ! Unit features newer kitchen , living area with decorative fireplace , large bedroom , great closet space , newer bathroom , hardwood floors throughout , laundry room in building , pets welcome , and more ! Steps to shopping , nightlife , transportation , and more ! UAnum Please Call PERSON PERSON at num/num - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : CARDINAL . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
449,"Apt . # MONEY ( CARDINAL PERSON PERSON ) will be available DATE DATE DATE for a qualified applicant . CARDINAL bedroom + sun room . Heat included , pets allowed , gated community , laundry onsite If you ’re interested or know someone interested please reach out to ORG ORG ORG ( CARDINAL ) num - num Close to ORG ORG , CARDINAL express , and CARDINAL stops to ORG ORG : applicant will take over lease for DATE DATE DATE DATE and qualify for a new lease DATE DATE DATE DATE DATE DATE . Rent may increase with new lease . Terms & conditions are according to management specifications . Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
239,"[ "" Lovely CARDINAL bedroom in the heart of GPE 's LOC LOC . "" , "" Close proximity to PRODUCT PRODUCT PRODUCT , ORG ORG ORG Medical and Law Schools , ORG ORG , ORG ORG ORG ORG and the PERSON PERSON PERSON . "" , "" It 's hard to beat living in WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART building , a DATE DATE DATE modern classic . "" , ' Views of tree - lined streets and great lighting ! Beautiful and recently installed hardwood floors , a south facing apartment and a view of the lake . A true gem in GPE . Full Amenity building with TIME TIME doorman , outdoor patio facing the lake , receiving room , dry cleaner , and convenience store . Recently upgraded to fiber for faster internet and digital cable . The building is very quiet and immaculately maintained . GPE GPE with QUANTITY QUANTITY track , CARDINAL tennis courts , and new built - in outside exercise machines just CARDINAL blocks away , not to mention the lakefront path is accessible via FAC FAC and FAC FAC . There is a waitlist for parking . This is a rental by owner . No pets allowed . Is rent cheap, average, or expensive? <SEP>
", average, cheap
