,prompt,expected_completion,actual_completion
147,"Gas stove, dishwasher, 1 bedroom, laundry, hardwood, quiet: Join our community of quiet, friendly, long-term renters. Bright, open-plan 1 bed/1 bath 950 sq. ft space available in Bucktown, one of Chicago's hottest neighborhoods. Walking distance to the Western Blue line (.5 miles), with nearby shopping (Target, grocery stories like Jewel-Osco & Aldi's, adorable upscale boutiques, quick access on Armitage to the 606 running/biking path, etc.). If you like to be within walking distance of nightlife & cafes, without having it interrupt your quietude and sleep, and walk around the corner in the morning to brunch at adorable cafes (Red June, for instance), this is one of the best locations in Chicago. Easy 5-minute drive to 90/94 (the fastest way to skip traffic to get out of or through town). We renovated the apartment in 2014. The kitchen has a pretty, arched entrance and is modern, sunny, spacious; gas stove & dishwasher. Hardwood floors and plenty of outlets lend this 100+-year-old building a modern edge/convenience, while exposed brick and maintenance of original architectural elements maintains the space's Chicago character. Although the washer/dryer is not in-unit, it's only about 40 feet away from you in the basement below, where you will have ample storage space. If you like to garden, the front parkway and side pathway both provide that opportunity. Permeable-paved un-covered parking in back included in the rent; motion sensors throughout the property. Offering this apartment to tenants who would love to make it their home. AVAILABLE: MAY1st. Is rent cheap, average, or expensive? <SEP>
", average, cheap
368,"4629 N. Lowell Mayfair Fabulous one bedroom, one bathroom in Mayfair features heat and water included, newer kitchen, separate dining area, spacious living area with ceiling fan, large bedroom, great closet space, hardwood floors, newer bathroom, laundry room in building, and small pets are welcome. Short walk to Montrose Blue Line and Mayfair Metra stops! Please Call Aleksandra Chadiev at 224/322-5494‬ to schedule an appointment to view this apartment and mention Apartment ID: 48453. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
568,"1425 N. Dearborn Gold Coast Fantastic one bedroom one bathroom on the Gold Coast features newer kitchen with dishwasher, large combination living and dining rooms with fireplace, built in AC unit, spacious bedroom, great closet space, newer bathroom, laundry room on site, and pets are welcome. Steps to shopping, nightlife, Red and Brown Line train stops, and more! UA1701 Please Call Gabriela Cubero at 312/927-0788 to schedule an appointment to view this apartment and mention Apartment ID: 31637. Urban Abodes 312/927-0788 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
232,"Call/Text Gregory with  Apartment Guys at 773-899-5505 and ask for reference #2194042. The lovely one bedroom apartment located on Chicago’s northwest side  is on a pretty side street near the Addison/ Cicero area. This unit features a spacious floorplan with hardwood floors, a separate dining area, air conditioning, Free laundry on site, a nice yard and cats are ok. Prices are subject to change.***Photos may be of a similar unit.****For faster response best to call or text 773-899-5505 with reference #2194042 Is rent cheap, average, or expensive? <SEP>
", cheap, average
392,"PROPERTY INFO ID: 310442276 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 11/01/2022 Pet: Cats Only Rent Includes:: Gas, Heat, Hot Water Large Lakeview 1 Bedroom Featuring: * Hardwood Floors * Open Kitchen * New Appliances * South Facing * Great Lakeview location near endless bars, restaurants, grocery stores, entertainment, and much more!! Malcolm Canders The Apartment Source Call or text: 708-299-6038 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
582,"Just steps away from the magnificent mile! Live your best life in one of the best floorplans in River North neighborhood! Here is a video walkthrough of a model unit <URL> Address: 1 W Superior St, Chicago IL 60654 Is rent cheap, average, or expensive? <SEP>
", average, average
565,"536 W. Arlington Lincoln Park Great Lincoln Park one bedroom one bathroom features newer kitchen, large combination living and dining rooms, spacious bedroom, great closet space, hardwood floors throughout, newer bathroom, laundry room in building, and pets are welcome! Walking distance to shopping, nightlife, transportation, and more! UA1701 Please Call Aleksandra Chadiev at 224/322-5494‬ to schedule an appointment to view this apartment and mention Apartment ID: 32809. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
537,"Call Apartment Guys at 773-549-3474 and ask for reference #2192994. Freshly updated one bedroom/one bathroom in North Lakeview! This unit features newer hardwood floors, a modern kitchen with updated appliances, and heat is included in the rent! Steps away from Lake Michigan! Close to Lake Shore Drive express buses and the Red Line! Don’t wait, call today! **Pics may be of similar unit**Prices subject to change***For faster response call/text 773-549-3474 with reference #2192994 Is rent cheap, average, or expensive? <SEP>
", cheap, average
445,"954 W. Grace Wrigleyville Superb one bedroom, one bathroom duplex loft in the heart of Wrigleyville features modern kitchen with granite countertops, breakfast bar, stainless steel appliances, dishwasher, microwave, open large combination living and dining rooms, fireplace, balcony, hardwood floors, spacious lofted bedroom with ceiling fan, awesome closet space, rehabbed bathroom, central heat and air, balcony, laundry in unit, and pets are welcome. Close to Wrigley Field and Red Line stops! UA1701 Please Call Jackie Smook at 303/358-8821‬ to schedule an appointment to view this apartment and mention Apartment ID: 48332. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", expensive, average
268,"Dazzling, newly rehabbed one bedroom, one bathroom in centrally located Lakeview building features heat, updated kitchen with updated appliances, dishwasher, microwave, hardwood floors, IN-Unit Laundry, separate living area, large bedroom, walk in closet  short walk to the Red Line, and pets OK! Is rent cheap, average, or expensive? <SEP>
", average, average
119,"Furnished Studio - Only 2 Month Minimum! Take advantage of our special discounted rate! All utilities are included! 888-844-0952 <URL> Looking for a place to call home for a couple months or longer? We have everything you need without the hassles of traditional apartments, all at a great rate. Each room comes with a fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already hooked up and free! With no leases and no credit checks, we are move-in ready. So just bring yourself – and your furry family member – and feel right at home. Property Amenities All Rooms Non-Smoking Pet-Friendly Rooms Available Weekly Housekeeping Included On-Site Guest Laundry Picnic & Grilling Area Free Off-Street Parking In-Room Amenities Fully Equipped Kitchens Full-Size Refrigerator Electric Range Microwave Free In-Room Wi-Fi Flat Screen TVs Free Cable with Premium Channels Iron & Ironing Board Staying less than 2 months? We also have great nightly, weekly, and 30-night rates. Call for details. Minimum 60-night length of stay required. Booking conditions apply, including a nonrefundable deposit. Rates and availability subject to change. Rate will vary by room type and stay dates. Rate not inclusive of taxes and fees. Actual room may vary from those shown. Pet Policy: A PRICE (+ tax) per day, per pet non-refundable cleaning fee for the first month (not to exceed PRICE + tax per pet), payable the first night of your stay. Each month thereafter is a PRICE non-refundable fee (+tax) per day for the first 5 days of each month (not to exceed PRICE + tax per month, per pet). Weight, size, and breed restrictions may apply. This site may contain errors, inaccuracies, omissions or incomplete data (including without limitation mistaken hotel rates or availability). Extended Stay America reserves the right to rescind any stated offer and to correct any errors, inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged. Extended Stay America Suites - 675 Woodlands Pkwy, Vernon Hills, IL 60061 Is rent cheap, average, or expensive? <SEP>
", expensive, average
29,"Hello! Really need to re-let my apartment. This is an option for you to take over the apartment in your own name! Subletting is also an option if you are not approved! Apartment includes: -Washer/Dryer in unit -Dishwasher -No breed restrictions or pet fees -Walk in closet -Recently Refurbished Please let me know if you have any questions, I’m always available! Will include furniture if necessary! Video Here! <URL> Thanks so much! Keith Is rent cheap, average, or expensive? <SEP>
", average, cheap
355,"- Attractive 1-bed rehab - Cherry cabinets - Dishwasher - Updated bathroom - Large living area - Walk-in closet - Queen-sized bedroom - Ceiling fan - Heat & cooking gas included Pine Grove & Irving Park - FREE HEAT! - Laundry room on-site - Assigned building engineer - Cats welcome - Secured courtyard building - Great East Lakeview location - Close to Lake and Lakefront Trail - Many nearby bus lines (#146, #36, #151, #8, #152, #80, #135, #148) - Less than a half-mile to Sheridan Red Line Station - A few blocks to Wrigley Field - NO SECURITY DEPOSIT - 24-hour emergency call center ICM Properties has been proudly managing apartments since 1966. Is rent cheap, average, or expensive? <SEP>
", cheap, average
291,"PROPERTY INFO ID: 157727614 Rent: PRICE / Month Beds: 1 Bath: 1 Live in a beautiful full amenity building, located in the vibrant West Loop practically in the heart of Chicago's downtown. Please text ASAP to schedule an appointment. 773-612-2388 Victor Canelas Realtor Broker Kale Realty 2447 n Ashland  Chicago IL 60614 312.939.5253 section eight welcome Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
85,"PROPERTY INFO ID: 269186477 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 10/01/2022 Pet: Cats Allowed Rent Includes:: Gas, Heat Sunny front facing, newer kitchen cabinets w/ dishwasher, hardwood floors. Full separate kitchen FEATURES Dishwasher Hardwood Floors Heat Included Spacious Closets Updated kitchen Looking for something else? Check out all my other available apartments here and let me know which of them you'd like to tour! https://ygl.is/eddie-lehman Eddie Lehman Leasing Agent The Apartment Source ☎ 773. 387. 5772 (call or text) The Apartment Source Call or text: 773.387.5772 Is rent cheap, average, or expensive? <SEP>
", average, average
250,"517 W. Oakdale, Unit 405 We’ve added a few modern touches to mix with that magical vintage feel: hardwood floors, spacious closets, ceiling fans and updated kitchens. The complimentary Internet amenity will allow you to stream movies from the same time period when your apartment was a swanky hotel. The East Lakeview location is pure Chicago charm – endless greenery, lakefront and streets with inviting restaurants, pubs and cafes. All the opportunities of the city, all the comforts of a neighborhood. Amenities & features: -Heat, Natural Gas, & Water -Dishwasher & Microwave Included -Laundry Room -Bike Storage -Package Room -Elevator -Complimentary Fiber Internet -Cats welcome -Intercom- Controlled Front Door Entry -24- Hour Engineer -All New Rehabs -Spacious Walk-In Closets Nearby stores and restaurants: Trader Joe's, Walmart, Crisp, Landmark Theater, Soupbox, Black Caspian, Dryhop Brewers, Stan's East Lakeview transportation is made simple with the Brown Line and CTA buses running along Clark, Halsted and Sheridan. Whether you're taking advantage of scouring unique stores on Broadway, catching Indie Flicks at Landmark Theater and dancing the night away in Boystown, you'll find that East Lakeview has all the perks of a lake adjacent neighborhood and then some. Nearby Transit: *Bus: 77 Belmont *Bus:151 Sheridan *Bus: 156 LaSalle *Bus: 22 Clark *Bus: 36 Broadway *Bus: 76 Diversey *BJB Properties, Inc, *Equal Housing Opportunity *Prices & availability are subject to change *12 month minimum lease term unless otherwise specified *Units are leased unfurnished unless otherwise specified *Pictures are representative samples of the advertised unit. In some cases, the actual units you tour many vary from the pictures based on the specific floor plan available. ***Call or Text Lana Fakhouri at (224)714-7477 to schedule a tour today! * ** Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
345,"Details: Make this furnished 1000 sqft 1 bedroom apartment in the booming Fulton River district your new home. This location provides you with easy access to the public transportation in every direction (by bus, EL, and Metra), 90/94, and some of the city’s best restaurants. You’ll have beautiful views off your private balcony from the NE to SE. Other amenities include: doorman, shared 1 st floor deck on the river, in unit laundry, walk-in closet, and recently painted façade. No smoking or pets. 1 year lease required Move in date is flexible. Just ask Please call Eric at 773-531-8407 for more details or to set up an interview! Downton, west loop, fulton river district, river north, river west Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
197,"New West Loop construction, close to everything you can imagine! This building has it all. Apartments feature floor to ceiling windows, private balcony, in-unit laundry, stainless steel appliances, hardwood floors, and lots of storage space! Bathroom features double vanities & stand alone showers. Building amenities include rooftop fitness center & rooftop sun deck w/ pool. Other features include yoga room, resident lounge, business center, club room w/ billiards table, 24 hour door staff & private dog run. Cats and dogs are welcome up to 55 lbs with some breed restrictions. Garage parking available for a fee Is rent cheap, average, or expensive? <SEP>
", expensive, average
339,"4419 N. Wolcott Ravenswood Impressive one bedroom, one bathroom in the heart of Ravenswood features cooking gas included, rehabbed kitchen with espresso cabinets, stainless steel appliances, dishwasher, large combination living and dining rooms, spacious bedroom, great closet space, hardwood floors throughout, rehabbed bathroom, on site laundry room, and dogs and cats welcome! UA1701 Please Call Hayley Frazier at 847/322-1838‬ to schedule an appointment to view this apartment and mention Apartment ID: 30508. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", expensive, average
475,"2106 W. Ainslie Ravenswood Great one bedroom one bathroom in the heart of Ravenswood features heat included, new kitchen with stainless steel appliances, dishwasher, microwave, separate dining area, spacious living room, huge bedroom, amazing closet space, hardwood floors throughout, new bathroom, laundry room in building, pets welcome, and just steps to transportation, nightlife, shopping, and more! UA1701 Please Call Lori Quint at 312/771-3731 to schedule an appointment to view this apartment and mention Apartment ID: 33074. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", expensive, average
344,"PROPERTY INFO ID: 274597835 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly What is your move in date? Do you have any pets (weight and breed)? Need parking? Budget (just for rent)? When are you available for a showing? Overlooking a huge historic city park, this luxury apartment complex is on the western edge of the popular West Loop neighborhood. It is close enough to all of the action, amazing Randolph Street restaurants and downtown businesses, while having a little bit of cushion from the hustle and bustle, and a lot more green breathing room. Steeped in luxury finishes, these apartments feature wood plank flooring throughout, quartz countertops, artistic custom backsplashes, soft close cabinetry with under-lighting, glass walk-in showers, and stainless-steel appliances. You’ll also get a Nest thermostat and keyless entry system, which come standard. This property didn’t skimp on the amenities, either. If you’re a fitness fanatic, this is the building for you. It has a state-of-the art fitness that boasts Technogym equipment. Enjoy Chicago’s steamy summers in the oversized pool or lounging in the cabanas. The rooftop courtyard has tons of seating, plus grilling stations. There’s also an entertainment lounge and game room. If you work from home, you’ll be covered in the co-working space that was designed with individual stations and private conference rooms. Cats and dogs are welcome with breed restrictions. There’s an on-site dog run and pet spa, but you’ll also have the added pet perk with over 13 acres of green space at the park right across the street. Garage parking is available with additional fees FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-No Weight Limit Flooring-Hardwood Only Laundry- W/D In Unit Luxury Property New Property Pool-Outdoor Smoking-No Dominick Delegge 708-308-1001 HotSpot Rentals Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", cheap, average
286,"Residences at Arlington Heights (847) 305-3424 Unit Details: 1-BR 1-BA | Square Footage: 648 sq ft | Rental Rates: PRICE - PRICE/Month! Lease Length: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month Apartment Features: ✓ Balcony, Deck or Patio ✓ Dining Room or Eat-in Kitchen ✓ Dishwasher ✓ Heat and Air Conditioning ✓ Stainless Steel Appliances ✓ Upgraded Cabinets ✓ Walk-in Closets ✓ Wood Floors About Our Community: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Relax and unwind - you can stop dreaming and start living. Our Arlington Heights apartment rentals are generously appointed with apartment features that will over-satisfy. Enjoy stainless steel appliances, upgraded cabinetry, walk-in closets, and wood floors. What are you waiting for? Choose from our spacious one, two, and three-bedroom floor plan options today! The Arlington is our biggest one bedroom unit at 648 square feet. It features a spacious living area and either a patio or balcony. Wonderful Amenities: ✓ Cabana ✓ Controlled Access ✓ Grill ✓ Laundry Facility ✓ Online Payments Available ✓ Planned Social Activities ✓ Playground ✓ Renters Insurance Program ✓ Walking/Biking Trails ✓ Wi-Fi at Pool and Clubhouse ✓ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ✓ 24-Hour Emergency Maintenance ✓ 48-Hour Maintenance Commitment ✓ Brand New Luxurious Clubhouse ✓ Gameroom and 2-Lane Bowling Alley ✓ Ice Skating Rink ** Winter Only ✓ Pet-Friendly Large Dogs Accepted ✓ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Contact Information: Address: 2134 S Goebbert Rd Arlington Heights, IL 60005 (847) 305-3424 Website: <URL>/ Pet Policy: Breed Restriction;Weight Restriction;Available in select buildings. We charge a PRICE fee per pet. We also charge PRICE for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 EQUAL HOUSING OPPORTUNITY FC01089D421C4F6 Is rent cheap, average, or expensive? <SEP>
", average, average
374,"Gorgeous 1BD/1.5BTH ground floor apartment! Apartment features hardwood floors throughout the unit, gorgeous kitchen, Central air/heat, custom closet in the bedroom and in unit washer/dryer. Exterior parking available. Cats are allowed with a one time fee of PRICE. Unit is located in a perfect location! Close to so many shops, restaurants, bars and public transportation - both train and bus! AVAILABLE NOW! MOVE IN FEE WILL APPLY - 30% of the rent. PRICE Application fee (per person) No previous evictions or collections. Must have 650+ Credit Tenants pay for gas, heat and electric Is rent cheap, average, or expensive? <SEP>
", cheap, average
444,"Hello everyone, This unit is located in the heart of Logan Square, we are located around Armitage/Whipple close to Everything and I mean everything, 3min walk to the 606trail, 2min away from CTA stop and restaurants are near as well. Credit and back ground check( 600 above). This is a 2nd floor attic very private. Pls text me if you have any questions. Scammers don't even bother in texting. Rent is PRICE light and gas included. PRICE move in fee. PRICEfee for background check Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
583,"This cozy 1 bedroom apartment is located between Humboldt Park (the park) and The 606 Trail, offering easy access to two fantastic community spaces. Located one block west of Sacramento (Humboldt Blvd) and half a block north of North Ave. Easy access to the #72 North Ave and #94 California buses, and just 1 mile from the California Blue Line Station. The 606 provides bikers an easy and scenic route into Wicker Park and to downtown. Perfect for those who crave convenience, this apartment is also just a stone's throw from some great local restaurants, cafes, and shops. The apartment features a refinished wide pine wood floor, an enclosed (but not heated) porch, a large kitchen that opens into the living room, a pantry, and a spacious bathroom. The kitchen has a newer stove and refrigerator, as well as a 4' x 5' stained glass window. Includes access to a private yard. Rent is PRICE per month, with a one-month security deposit required. Single occupancy only, additional pet allowance may be granted based on circumstances. No smoking. Laundry (in building) and electric included in the rent. One small dog lives on premises. 1 garage space may be available for an additional monthly rental fee. This unit typically fills quickly and isn’t available often. It is close quarters, so the ideal tenant is someone enjoys the security of having an in-building neighbor while living in a completely separate unit. Email today to set up a viewing! Is rent cheap, average, or expensive? <SEP>
", cheap, average
162,"550 W Arlington  810 Chicago, IL  60614 PRICE / Month --------------------------- Interested in this property? Reply to this listing for more information. --------------------------- Property Details: 1 BEDROOMS | 1 BATHROOMS Excellent Lincoln Park Location! 1 Bedroom apartment features hardwood floors, ceiling fan, lots of light, separate kitchen, large bedroom, good closet space, updated bath. Laundry in-unit. Pet friendly!Easy access to public transportation. Close to restaurants, shopping, nightlife, the Lake, Zoo and more! - 650+ credit required for applicationPRICE MIF PRICE/mth utility fee ppPRICE processing fee ppPets: (2max.)40lb weight limit. No breed restrictions. - PRICE fee for dogs - per dog, 1 dog max. - PRICE fee for cats - per cat, 2 cats max. ***Cats, Small Dogs Allowed*** Property Type: Apartment Lease Terms: PRICE/Month PRICE Deposit Lease Length: One Year Available: 03/01/2023 Unit Amenities: Dishwasher Dryer Freezer Oven Refrigerator Washer Building Amenities: Bicycle Parking Cable Ready Intercom Near Parks Secure Building Security Cameras Wired For Internet Off Street Parking --------------------------- Interested in this property? Reply to this listing for more information. Is rent cheap, average, or expensive? <SEP>
", average, average
544,"Welcome home to Residences at Lakeside! Located at: 830 Foxworth Blvd Lombard, IL 60148 Rental Information: # of Bedrooms: 1 # of Bathrooms:  1 Square Footage: 741 sq ft Rental Pricing: PRICE - PRICE/month Contact our leasing office at (630) 883-0344 YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! At Residences at Lakeside, our community is sure to exceed your apartment expectations. Choose from a vast selection of one, two, and three-bedroom apartments in Lombard, IL. Residents can enjoy apartment features including stainless steel appliances, in-home washer and dryers, and much more! See all the excitement Residences at Lakeside has to offer. Check the availability on our floor plans and apply online for your new home today. Community Features: ◾ Arcade Games Room ◾ Bowling Alley ◾ Online Payments Available ◾ Onsite Maintenance ◾ Onsite Management ◾ Pet Park ◾ Soccer Field ◾ Tennis Court ◾ Building Elevator Access ◾ Cardio Equipment, Free Weights, Peloton Bike and more! ◾ Coffee Bar ◾ New 24-Hour State-of-the-Art Fitness Center ◾ Pet Friendly Bark Park ◾ Ping Pong Table and Pool Table ◾ Resort Style Heated Pool with Luxurious Cabanas (Coming Soon) ◾ Scenic Ponds Unit Features: ◾ Balcony or Patio ◾ Cable Ready ◾ Hardwood Flooring (select units) ◾ In-Home Washer/Dryer ◾ Marble Countertops (select units) ◾ Pond Views (select units) ◾ Stainless Steel Appliances (select units) ◾ Walk-in closets (select units) ◾ 1st Floor ◾ Balcony or Patio ◾ Classic Unit ◾ Hardwood Flooring* ◾ In-Home Washer/Dryer ◾ LOCATION Back ◾ Marble Countertops* ◾ Pond Views* ◾ Stainless Steel Appliances* ◾ Walk-in closets * Office Hours: Mon - Fri: 9:00 AM - 6:00 PM Sat: 10:00 AM - 5:00 PM (630) 883-0344 Pet Policy: Breed Restriction;We allow pets for a pet fee of PRICE per pet and rent of PRICE per pet per month. Leasing Options: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month Website: <URL>/ EQUAL HOUSING OPPORTUNITY A77A78BF0C434281 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
223,"PROPERTY INFO ID: 200842848 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Parking:: attached garage Setting a new benchmark in flawless urban luxury, This property offers unsurpassed comfort and convenience. No expense has been spared and not a single detail has been overlooked in the creation of these spectacular apartments. There is a range of apartment types to suit your needs and lifestyle from studios to four-bedroom penthouses. European-style kitchens with stainless steel appliances and high-end finishes are perfect for those with a passion for cooking and entertaining. The long list of amenities also includes a fitness and wellness studio, co-working spaces, bike storage, a library and there’s even a dog spa and grooming station and so much more. Those looking to relax will love the yoga platform, grilling stations and fire pits plus there’s a 24/7 concierge for peace of mind. You are a short walk to The Loop and and a host of restaurants, shops, cafes and cultural institutions. There is also easy access to The CTA Red, Green, Orange, and Blue lines. Four-legged companions are welcome, although some breed and weight restrictions apply. Parking is available at an additional fee. FEATURES Fitness Center Laundry- W/D In Unit Luxury Property New Property Security-24 Hour Doorman Smoking-No Stove-Gas Daniel Musselwhite 312-995-0285 Hotspot Rentals Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
304,"Rogers Park 1 Bed, 1 Bath 6748 N. Ashland Available: Now PRICE per Month Heavenly one bedroom, one bathroom in Rogers Park features rehabbed kitchen with espresso cabinets, stainless steel appliances, dishwasher, microwave, large combination living and dining rooms with ceiling fan, hardwood floors, spacious bedroom, great closet space, rehabbed bathroom, laundry room in building, and pets are welcome. Close to Morse Red Line and Rogers Park Metra stops! Heat Included: No Air Conditioning: No Dishwasher: Yes Laundry: In Building Flooring: Hardwood Parking: Street Pets: Cats and Dogs OK Square Feet: 700 Apartment ID: 42526 Please call or text Enela Palavra         at 847/791-6116‬ to schedule an appointment to view this apartment and mention the Apartment ID above. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
536,"Check out this top floor 1Bed/1Bath available for rent. Hardwood floors throughout and a ton of natural light thanks all the windows and a skylight! Central Heat and air to handle that Summertime Chi and crisp AF winters. Laundry? Definitely. coin operated machines available in the basement. Location? OUTSTANDING. Be less than a mile away from Damen/Division and get some Colombe Coffee, or eat at Fatpour Tap Works, Janik's Cafe and a sh*t ton more. If you need public transit, you're in luck. Damen and Division Buses around the corner as well the Damen Blue Line down the block. Don't miss this Gem. Available June 1st. Feel free to request our video tour. Crystal/Damen. APPLICATION DISCLAIMER: All applicants must view any NCG rental property with an NCG agent prior to starting the application process. Any applications submitted through the NCG website without viewing the property, or discussing with an NCG agent, will not be processed, or considered for the unit. Applicants can apply at their own discretion, but all applications fees are non-refundable. This apartment is advertised by the great folks at the North Clybourn Group. Check our website at <URL>. We've been specializing in Real Estate apartment rentals & sales in Chicago for almost 30 years. We have apartments ranging from studios to 4 bedrooms with monthly rents starting at PRICE going as high as PRICE/mo. E-mail us to schedule an appointment before it’s too late! Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
3,"Call Apartment Guys at 773-549-3474 and ask for reference #2202454. This East Village/Noble Square one bedroom PLUS DEN is located in a lovely three flat in an amazing location! It features hardwood floors, a separate den area (could be a second bedroom)  and a nice private deck!. Laundry is just two doors down and another building this owner has. Prices are subject to change. ***Photos may be of a similar unit.****For faster response best to call or text 773-549-3474 with reference #2202454 Is rent cheap, average, or expensive? <SEP>
", average, expensive
407,"Call/text Max with the Apartment Guys at 630-405-8540 and ask for reference #2201567. These newly updated JR ONE BEDROOMS/CONVERTIBLES feature a totally separate sleeping area,  granite countertops, stainless steel appliances including a dishwasher and microwave and enjoy the wonder of in unit laundry! This building also has central air and most pets are ok! Prices are subject to change.***Photos may be of a similar unit. **** *For faster response best to call or text 630-405-8540 with reference #2201567 Is rent cheap, average, or expensive? <SEP>
", cheap, average
