,prompt,expected_completion,actual_completion
127,"- Bight and sunny unit with good size main living area - Eat-in kitchen w/ pantry space - Great water pressure in the updated bathroom - Hardwood floors throughout - Good sized queen bedroom - Plenty of closet space - Attractive courtyard building. - Every unit has FREE HEAT and Hardwood floors! - Building has laundry room on-site, and an assigned building engineer. - Short walk to 2 bus lines. - Limited parking available. ICM Properties Inc. is a professional management company since 1966. 24 hour emergency call center. NO SECURITY DEPOSIT! Paulina near Peterson Is rent cheap, average, or expensive? <SEP>
", cheap, average
1,"Furnished Studio - Great Monthly Rates! Take advantage of our special discounted rate! All utilities are included! 888-844-0952 Looking for a place to call home for a month or longer? We have everything you need without the hassles of traditional apartments, all at a great rate. Each room comes with a fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already hooked up and free! With no leases and no credit checks, we are move-in ready. So just bring yourself – and your furry family member – and feel right at home. Property Amenities All Rooms Non-Smoking Pet-Friendly Rooms Available Weekly Housekeeping Included On-Site Guest Laundry Free Off-Street Parking In-Room Amenities Fully Equipped Kitchens Full-Size Refrigerator Electric Range Microwave Free In-Room Wi-Fi Flat Screen TVs Free Cable with Premium Channels Iron & Ironing Board Staying less than 1 month? We also have great nightly and weekly rates. Call for details. Booking conditions apply. Advertised rate is for a 30-night stay, and will vary by room type and stay dates. Rates and availability subject to change. Rate not inclusive of taxes or fees. Actual room may vary from those shown. Pets are always welcome at Extended Stay America. A maximum of two pets are allowed in each suite. Pet fees vary by location to cover the cost of cleaning and guest room fumigation. Service animals will be exempt from this charge. Height and length restrictions apply: pets can be no longer than 36 inches and no taller than 36 inches. Larger, or more than two pets requires property manager’s approval. Please contact the property for questions. This site may contain errors, inaccuracies, omissions or incomplete data (including without limitation mistaken hotel rates or availability). Extended Stay America reserves the right to rescind any stated offer and to correct any errors, inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged. Extended Stay America Suites - 675 Woodlands Pkwy, Vernon Hills, IL 60061 Is rent cheap, average, or expensive? <SEP>
", expensive, average
361,"PROPERTY INFO ID: 85169016 Rent: $PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Available 6/4 PRICE credit and background check PRICE admin fee that can be waived No security deposit Utilities- PRICE package include internet, gas, w/t/s, heat and a/c Electric is separate Call/ text email for more info Tara O'Malley Hotspot Rentals License #- 471.003110 Welcome to River North at its most sophisticated self! Ideally located for the urbanite, this area has a Walk Score of 99, with unlimited nightlife options, a generous amount of restaurants, and is walking distance to the Illinois Institute of Art Chicago and the Merchandise Mart. The property amenities are exceptional, with a private yoga studio, expansive dining area and club room, 24-hour state-of-the-art fitness center, exclusive Twenty One lounge level, co-working hub, and sun terrace with pool and hot tub. Pool-side cabanas and sunbeds sit alongside firepits and grilling stations to round out the outdoor space. When you do leave the property, transportation is convenient, with easy access to I-90/94, Lake Shore Drive and easy access north and to the Loop via the CTA Brown and Purple lines. This new, boutique high-rise has less than 200 units and takes luxury apartment living to a whole different level. Floating bathroom vanities, frameless bathroom walk-in door showers, and custom closets represent some examples of the design thought that went into the space. Soft-close Italian cabinetry, KOHLER kitchen and bath fixtures, stainless steel appliances, and Porcelanosa tile and glass mosaic backsplashes. It even boasts floor-to-ceiling windows. Pets are welcome (there is no weight limit, but breed restrictions apply) and there is a dog run and pet spa to pamper your little friend. Parking is available on-site at an additional charge. FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-No Weight Limit Flooring-Hardwood Only Laundry- W/D In Unit Luxury Property New Property Pool-Outdoor Security-24 Hour Doorman Smoking-No Stove-Gas Tara O'Malley Hotspot Rentals 773-629-3525 License #- 471.003110 Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", average, average
27,"ADAMS & CICERO 1 BEDROOM APARTMENT EVERYTHING BRAND NEW SECTION 8 WELCOME HARDWOOD FLOORS APPLIANCES NO SECURITY DEPOSIT MOVE IN FEE PRICE CHARLES 773-997-8680 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
89,"Please TEXT for FASTER response!! 312-857-8306 De' Xeunxom Market rate: PRICE Vintage building in Uptown it with AMENITIES -VINTAGE BIG 1 BEDROOM / 1 Bathroom full size appliance -*walk in closet(s)* -BASIC appliances (Fridge, gas stove/oven) -Hardwood floor throughout -basic kitchen cabinets -Wall air conditioners -ceiling fan(s) -radiator heating -elevator building -freight elevator -trash chute on every floor -GRAND lobby -Media room with billiard, scrabble board, lounge area and Big screen TV -24/7 access to fitness center -common laundry room -evening door staff -on site management office -on site maintenance -2 blocks to both Argyle CTA and Berwyn CTA Red Line stops -1 block to major grocery store -easy access to Lake Shore Dr -Buses within walking distance #146, #151, #36, #92 and #147 EXPRESS bus to Downtown -bike/running path, lake, and beach just 2 blocks away -parking (Monthly charge) -Dogs and cats welcome (weight and breed restrictions) *select unit* **Photo are for illustration purpose** ***Pricing and availability are subject to change*** North Star Real Estate Group 1249 W. Devon Ave, Chicago, IL 60660, Tel: 312-722-6773 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
73,"OPEN HOUSE TODAY 27TH 5PM! Live in art residence is currently available to rent! 1 bedroom with huge closet,  laundry,  full kitchen, big bar perfect for entertaining, huge garage door that opens to 18th St, small back shared patio. Located at the corner of Umion and 18th, a block from the Halsted bus. 3 blocks from the Metra. Perfect for UIC  students! Tenant pays gas/electric/wifi Pets allowed with one time fee Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
430,"Residences at Lakeside 830 Foxworth Blvd Lombard, IL 60148 (630) 883-0344 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Rental Size: 1 BR - 1 BA - 741 sq ft Per Month: PRICE - PRICE Lease Length: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Discover the ideal apartment location when renting at Residences at Lakeside. Whether you are a graduate student at Midwestern University or an intern at Groupon in Downtown Chicago, the suburban beauty of Lombard, Illinois is your retreat. Located 20 miles from Chicago in a private neighborhood in Du Page County, experience a lovely community of renovated one, two, and three-bedroom apartment homes. When you live here, getting around town is easy with Interstates 355, 88 and 290 just minutes away. Explore the neighborhood and see what else is nearby the Residences at Lakeside! . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Features and Amenities: ◾ Arcade Games Room ◾ Bowling Alley ◾ Online Payments Available ◾ Onsite Maintenance ◾ Onsite Management ◾ Pet Park ◾ Soccer Field ◾ Tennis Court ◾ Building Elevator Access ◾ Cardio Equipment, Free Weights, Peloton Bike and more! ◾ Coffee Bar ◾ New 24-Hour State-of-the-Art Fitness Center ◾ Pet Friendly Bark Park ◾ Ping Pong Table and Pool Table ◾ Resort Style Heated Pool with Luxurious Cabanas (Coming Soon) ◾ Scenic Ponds . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . This Unit Comes With: ◾ Balcony or Patio ◾ Cable Ready ◾ Hardwood Flooring (select units) ◾ In-Home Washer/Dryer ◾ Marble Countertops (select units) ◾ Pond Views (select units) ◾ Stainless Steel Appliances (select units) ◾ Walk-in closets (select units) ◾ 1st Floor ◾ Balcony or Patio ◾ Classic Unit ◾ Hardwood Flooring* ◾ In-Home Washer/Dryer ◾ LOCATION Back ◾ Marble Countertops* ◾ Pond Views* ◾ Stainless Steel Appliances* ◾ Walk-in closets * . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Call us for more information! -- (630) 883-0344 -- Website: <URL>/ Pets: Breed Restriction;We allow pets for a pet fee of PRICE per pet and rent of PRICE per pet per month. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . EQUAL HOUSING OPPORTUNITY A77A78BF0C434281 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
171,"Residences at Lakeside - A place to call home! Bed: 1 / Bath: 1 Sq. Footage: 802 sq ft Rent: PRICE - PRICE/Month Terms: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (630) 883-0344 YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Discover the ideal apartment location when renting at Residences at Lakeside. Whether you are a graduate student at Midwestern University or an intern at Groupon in Downtown Chicago, the suburban beauty of Lombard, Illinois is your retreat. Located 20 miles from Chicago in a private neighborhood in Du Page County, experience a lovely community of renovated one, two, and three-bedroom apartment homes. When you live here, getting around town is easy with Interstates 355, 88 and 290 just minutes away. Explore the neighborhood and see what else is nearby the Residences at Lakeside! Our Apartment Homes Feature: ● Balcony or Patio ● Cable Ready ● Hardwood Flooring (select units) ● In-Home Washer/Dryer ● Marble Countertops (select units) ● Pond Views (select units) ● Stainless Steel Appliances (select units) ● Walk-in closets (select units) ● 1st Floor ● Balcony or Patio ● Classic Unit ● Hardwood Flooring* ● In-Home Washer/Dryer ● LOCATION Back ● Marble Countertops* ● Pond Views* ● Stainless Steel Appliances* ● Walk-in closets * Our Residents Enjoy: ● Arcade Games Room ● Bowling Alley ● Online Payments Available ● Onsite Maintenance ● Onsite Management ● Pet Park ● Soccer Field ● Tennis Court ● Building Elevator Access ● Cardio Equipment, Free Weights, Peloton Bike and more! ● Coffee Bar ● New 24-Hour State-of-the-Art Fitness Center ● Pet Friendly Bark Park ● Ping Pong Table and Pool Table ● Resort Style Heated Pool with Luxurious Cabanas (Coming Soon) ● Scenic Ponds Contact Info: (630) 883-0344 830 Foxworth Blvd Lombard, IL 60148 Website: <URL>/ Mon - Fri: 9:00 AM - 6:00 PM Sat: 10:00 AM - 5:00 PM Pets: Breed Restriction;We allow pets for a pet fee of PRICE per pet and rent of PRICE per pet per month. EQUAL HOUSING OPPORTUNITY 0C20DEBFD1224D95 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
412,"Ravenswood 1 Bed, 1 Bath 4614 N. Paulina Available: Now PRICE per Month Phenomenal Ravenswood one bedroom one bathroom features cooking gas included, rehabbed kitchen with espresso cabinets, stainless steel appliances, breakfast bar, large combination living and dining rooms with ceiling fan, spacious bedroom, amazing closet space, gorgeous hardwood floors throughout, rehabbed bathroom, laundry room in building, and pets are welcome! Walking distance to shopping, nightlife, transportation, and more! UA1701 Heat Included: No Air Conditioning: No Dishwasher: No Laundry: In Building Flooring: Hardwood Parking: Street Pets: Cats and Dogs OK Square Feet: 700 Apartment ID: 23548 Please call or text Mary Ann de la Cruz at 773/852-3421 to schedule an appointment to view this apartment and mention Apartment ID above. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
395,"4855 N. Seeley, 3rd floor Newly renovated 1 bedroom apartment for rent in Ravenswood! This is a 3rd (top) floor unit in a walk-up building at Seeley and Ainslie. Only 2.5 blocks from the Damen brown line station and 3.5 blocks from the Ravenswood Metra station and the Mariano's grocery store on Lawrence. Available June 1st Hardwood floors Quartz kitchen counter tops and stainless steel appliances Dishwasher Microwave Good sized bedroom will fit a king bed and furniture Laundry IN UNIT Central air and gas heat (paid by tenant) Tenants pay for gas, electric and a PRICE/month utility fee for water/trash/sewer Street parking only Cats are welcome with a PRICE pet registration fee (per pet) and PRICE/month pet rent (per pet) - sorry, no dogs Living room 16' x 11'3"" Kitchen 10'11"" x 9'7"" Bedroom 11'4"" x 10'11"" Bathroom 7'11"" x 4'11"" PRICE non-refundable move-in fee per adult tenant (no security deposit) No application fee To see, call or email Heidi Sonnenberg The Square One Team Applications are taken on a first come, first serve basis. To rent this apartment, the following are due up front: 1)  First month's rent 2)  Move-in fee(s) and pet fee(s) Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. Square One Team brokered by Jason Dalka 2851 N. Lincoln Chicago, IL 60657 hellosq1(dot)com Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
315,"420 West Surf, Unit 308 Amidst the many Lake Michigan trails and paths, you can enjoy the Diversey Driving Range, a long bike ride or run to the tune of Lake Michigan's crashing waves. Side streets are filled with homes, apartment buildings and condos along with an abundance of trees and history. While the more bustling streets are filled with all the entertainment you could imagine including the vibrant Boystown nightlife scene on Halsted. Amenities & features: -Heat, Natural Gas, & Water Included -Dishwasher, & Microwave Included -Sundeck -Laundry Room -Bike Storage -Package Room -Elevator -Complimentary Fiber Internet -Cats welcome -Intercom- Controlled Front Door Entry -24- Hour Engineer -All New Rehabs -Spacious Walk-In Closets Nearby Stores and Restaurants: Trader Joe's, Walmart, MFK Restaurant, Yolk, Jinya Ramen Bar. East Lakeview transportation is made simple with the Brown Line and CTA buses running along Clark, Halsted and Sheridan. Whether you're taking advantage of scouring unique stores on Broadway, catching Indie Flicks at Landmark Theater and dancing the night away in Boystown, you'll find that East Lakeview has all the perks of a lake adjacent neighborhood and then some. Nearby Transit: *Bus: 77 Belmont *Bus: #151 Sheridan *Bus: 156 LaSalle *Bus: 22 Clark *Bus: 36 Broadway *Bus: 76 Diversey *BJB Properties, Inc, *Equal Housing Opportunity *Prices & availability are subject to change *12 month minimum lease term unless otherwise specified *Units are leased unfurnished unless otherwise specified *Pictures are representative samples of the advertised unit. In some cases, the actual units you tour many vary from the pictures based on the specific floor plan available. ***Call or Text Lana Fakhouri at (224)714-7477 to schedule a tour today! * ** Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
91,"Call Apartment Guys and ask for reference #2202111. Gorgeous Downtown luxury One Bedroom! This beautiful, dog-friendly hi-rise apartment features Laundry in-unit, Hardwood floors and a unique and spacious floorplan! Stunning modern kitchen with moveable granite island with storage. In-unit laundry, customizable walk-in closet and additional storage options (including free bike storage)! This full-amenity building also features a 24-hour Concierge, 24/7 fitness center, Indoor Olympic size swimming pool with sauna, hot tub, and locker rooms, Business center and conference room, private movie theater, and outdoor lounge with stunning views, an indoor lounge with games, and gourmet kitchen. Apartments are within walking distance to everything in the Chicago Loop , no need for a car (CTA-every line, pedway, Theater District, Magnificent Mile, Gold Coast, River North, restaurants, bars, etc.) Prices are subject to change. ***Photos may be of a similar unit. For faster response best to call or text 773-549-3474 with reference #2202111 Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
505,"Junior 1-bedroom/1 bath condo for rent on 16th floor overlooking Wrigley Field southside and some view of the lake. Building amenities include 24-hour fitness center, 24-hour doorman in lobby, outdoor pool, community grill area, party/banquet room, laundry facilities, library, grocery store, and more. Walk to the beach, tennis courts, or golf. CTA bus stop in front of the building. Inquire via email. Is rent cheap, average, or expensive? <SEP>
", cheap, average
125,"25 E Delaware Pl. Chicago, IL 60611 Stunning 1 bed 1 bath! Included in rent: Trash, water and cooking gas! Complimentary FIBER wired optic internet!! Building features/amenities: - Secured entry - Laundry room in building - Package room - Fitness center - Bike Storage Building does NOT offer parking. SpotHero and ParkWhiz are great options for nearby garages or street permit parking! If you have any questions or would like to book a tour, please contact me via email, phone or text! Nick Vasilevski | Illinois Residential Leasing Agent BJB Properties 224-319-2741 *Pricing and availability is subject to change *Pictures may represent model or unit with same or similar layout *Units are NOT furnished Is rent cheap, average, or expensive? <SEP>
", average, cheap
570,"Great Albany Park Location W/Only 4 Blocks To The Francisco Brownline Station! Heat, Hot Water, & Trash Included! Large Living room, Large Kitchen, Ample Closets Space, & Queen Size Bedroom! Hardwood Floors, Fresh Paint, & Ceiling Fans W/Lighting! Secure Entry & Onsite Laundry! Email Or Txt Joseph Perez Landstar Realty Group, Inc. 630-709-1606 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
12,"LOREL & WASHINGTON 1 BEDROOM APARTMENT EVERYTHING BRAND NEW HARDWOOD FLOORS APPLIANCES NO SECURITY DEPOSIT MOVE IN FEE PRICE CHARLES 773-997-8680 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
506,"🏠 Apartment Sublease Available 🏠 I will be subleasing my apartment from August 1 to November 30, and I'm looking for a responsible tenant to take over during that period. 📅 Duration: August 1 to November 30 📍 Location: 1020 W Lawrence Ave, Apt 710 🛏️ Size: 1 Bedroom / 479 sqft 🛁 Bathrooms: 1 bathroom 💲 Rent and Utilities 💲 - Rent: 1.450 - Utilities: 85 📧 If you're interested or have any questions, please reach out. No security deposit required Is rent cheap, average, or expensive? <SEP>
", average, cheap
587,"PROPERTY INFO ID: 9049587 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Parking:: attached garage This building is located where work meets play, basically right on top of River North’s hottest restaurants and bars, but also just a quick stroll north of the river from the Loop. Allow about 5 minutes to hop on I-90/94 from here, and about the same amount of time to walk if you work at Merchandise Mart, which is across the street. Factor in some fantastic amenities on-site and you’ve got one great place to call home. Enjoy a billiards/media room and 24-hour gym with a yoga/Pilates studio, along with a rooftop party room and a rare “true” rooftop pool. There is 24-hour door staff at this LEED-certified non-smoking property. Upon entering these apartments, you’ll be sure to notice the floor-to-ceiling windows and bamboo wood floors in the living spaces (bedrooms are carpeted). In the kitchens you’ll find stainless steel Whirlpool appliances, granite countertops and, our favorite, a built in wine rack. A washer and dryer also comes standard in every unit. Parking is available on-site at an additional charge. Cats are accepted throughout and dogs are welcome on almost every floor (dog breed and weight restrictions apply). There is a dog run for your canine companion. FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-Weight Limit Flooring-Hardwood Only Flooring-Some Carpet/Some Hardwood Laundry- W/D In Unit Luxury Property Pool-Outdoor Security-24 Hour Doorman Smoking-No Stove-Gas Anthony Kelly 781-901-0098 HotSpot Rentals (License #481011892) Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", expensive, average
408,"Stunning Gut Rehab New Kitchen with Quartz counter tops Imported Italian Kitchen Cabinets Deep Kitchen Sink with sprayer New Polished Hardwood flooring Brand new custom remodeled bathroom with new vanities and tile work Large apartment with separate dining room Backyard for grilling or relaxing Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
238,"PROPERTY INFO ID: 3488515 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 10/01/2016 Pet: Pet Friendly Rent Includes:: Water 917 West Waveland Ave., #2A Large 1 Bed in Prime Lakeview Includes the Following: * Hardwood Floors * Living Room & Dining Room * Deck * Laundry * Big Bedrooms * Plenty of Closet Space * Pets Okay * Close to EL, Lake, & Much More! FEATURES Cats Ok Ceiling Fans Courtyard Deck Dishwasher Dogs Ok Electric Heat Hardwood Floors High-speed internet Laundry in Unit On-Site Laundry Parking Available Rehab: BATHROOM Rehab: KITCHEN Stainless Steel Appliances Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing The Apartment Source Call or text: 773.404.9900 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
451,"Live in this newly rehabbed one-bedroom apartment in the perfect Lincoln Park/Lakeview location! This unit has laundry on-site, central A/C, and is cat friendly, and was just rehabbed with brand new kitchen and bathroom finishes! Located on a pretty tree-lined street in the heart of Lakeview giving easy access to nearby grocery stores and restaurants. Has plenty of natural sunlight for a ground unit. Prices are subject to change.***Photos may be of a similar unit*** *For faster response best to call or text Gregory from Apartment Guys at 773-899-5505 with reference #2199600 Is rent cheap, average, or expensive? <SEP>
", expensive, average
435,"Call or text Dan at Apartment Guys at 773-490-0966 and ask for reference #2201805 Stunning Uptown rehabbed one bedroom with custom-made cabinets, stainless steel appliances, and hardwood floors. Don't worry about walking to a gym when yours is just an elevator ride away. The laundry is in the building. Positioned just 2 blocks from a Marianos, 10 min walk to the red line, and Foster beach at your backdoor. Prices are subject to change.***Photos may be of a similar unit.****For faster response best to call or text 773-490-0966 with reference #2201805 Is rent cheap, average, or expensive? <SEP>
", average, average
143,"PROPERTY INFO ID: 18972731 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Parking:: attached garage Text / Email / Call Bareun! 847-971-5586 Please email with the following information: - Move date? (is it flexible?) - Need parking? - Any pets? (weight and breed)? - Other neighborhoods you’re focusing on? - When are you available for a showing? Garage parking available for additional monthly charge. Located in the heart of River North, you can’t get much closer to the action. Enjoy tons of shops, restaurants, and evening entertainment right outside your door. And, you’re only a short walk to The Loop for your downtown commute. This state-of-the-art property offers some amazing amenities, including a fitness center with a yoga/pilates studio, an outdoor heated pool with private cabanas, TVs and grilling stations, and a resident lounge and club room with a gourmet kitchen. There’s even a resident lounge with a fireplace. Top it off with a billiards table, private theatre and golf simulator and you’ll have the best of all worlds in your apartment residence and neighborhood. The building is 100% smoke-free and has a 24-hour door staff. These apartment homes include all of the luxury features you’d expect, including hardwood floors, beautiful kitchens with granite countertops and stainless steel appliances, and in-unit washers and dryers. Most units are outfitted with large walk-in closets and some have balconies. Parking is available on-site at an additional charge. Cats are accepted throughout and dogs are welcome on select floors (dog breed and weight restrictions apply). There is a dog run for your four-legged friend! FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-Weight Limit Flooring-Hardwood Only Laundry- W/D In Unit Luxury Property Pool-Outdoor Security-24 Hour Doorman Smoking-No Stove-Gas Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", average, average
329,"Spacious 1BD/ 1BA with large Balcony + 1 Covered Parking Space in the Garage! Pets are welcome! Laundry in the Unit! Free High speed internet and water included! Outdoor patio fits chairs and small table. Grills allowed (No charcoal). Amenities in the building: -Movie Theater -Gym -Business Center -Conference Center -Renovated and beautiful Owner Club -27/4 Staff and mail room -Guest parking spaces in reserved lot. The best location in the city! One block from Target 2 blocks from Mariano’s and 3 blocks from Whole Foods. Walk to all that west loop has to offer, world-class restaurants, bars, shopping, nightlife, dog parks and more! Steps to Mary Bartelme Park, Madison, Randolph, Greektown, Little Italy, Market District, 10 min walking to the river walk and Chicago loop. Near L-Lines. If you have a second car, there is free street parking outside the building. Move in costs covered. Security deposit 1 m rent. 12m lease but open to longer. Is rent cheap, average, or expensive? <SEP>
", expensive, average
14,"4034 N. Ashland Wrigleyville Incredible one bedroom one bathroom in the heart of Wrigleyville features rehabbed kitchen with espresso cabinets, granite countertops, stainless steel appliances, dishwasher, microwave, separate dining area, spacious living room, hardwood floors, large bedroom, great closet space, rehabbed bathroom, laundry room in building, and pets are welcome! Steps to shopping, nightlife, transportation, and more! UA1701 Please Call Timothy Weinert at 215/499-1336‬ to schedule an appointment to view this apartment and mention Apartment ID: 22265. Urban Abodes 215/499-1336 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
553,"554 W. Aldine Lakeview Comfortable one bedroom one bathroom in Lakeview courtyard building features newer kitchen with dishwasher, separate dining area, spacious living room with ceiling fan, beautiful hardwood floors throughout, large bright and sunny windows, large bedroom, great closet space, newer bathroom, laundry room in building, and pets are welcome! Steps to nightlife, shopping, transportation, and more! UA1701 Please Call Jackie Smook at 303/358-8821‬ to schedule an appointment to view this apartment and mention Apartment ID: 30491. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, cheap
549,"1319 Oak Evanston AVAILABLE APRIL! Remarkable one bedroom, one bathroom in beautiful Evanston courtyard building features newer kitchen with dishwasher, large combination living and dining rooms with decorative fireplace, spacious bedroom, great closet space, newer bathroom, hardwood floors throughout, laundry room in building, and pets are welcome! Close to Dempster Purple Line el stop, Trader Joe's, and near downtown Evanston shops and restaurants! UA1701 Please Call Aleksandra Chadiev at 224/322-5494‬ to schedule an appointment to view this apartment and mention Apartment ID: 37643. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", expensive, average
208,"GUT REHAB in progress 1 bed right off Winnemac Park! Granite/Stainless Steel kitchen Marble bath - BE THE FIRST TO USE IT ALL. Unit is back on market, application feel through. NEW Kitchen - New Floors - New Trim - Updated electrical and ALL new Lighting. Heat & Water included, tenant pays electric. Coin Laundry on-site. Small dog ok(under 40lbs, non-refundable dog fee PRICE), PRICE Non-refundable move-in fee. Non-Smoking building. Good Credit Please. Is rent cheap, average, or expensive? <SEP>
", average, average
131,"4225 N. Paulina Wrigleyville Awesome one bedroom, one bathroom in Wrigleyville features heat included, newer eat in kitchen with dishwasher, separate dining room with exposed brick wall, spacious living room. ceiling fans, large bedroom, awesome closet space, newer bathroom, gorgeous hardwood floors throughout, pets welcome, and laundry room in building! Steps to shopping, nightlife, transportation, and more! UA1701 Please Call Aleksandra Chadiev at 224/322-5494‬ to schedule an appointment to view this apartment and mention Apartment ID: 28344. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, cheap
