documents,poverty,race,class
"Features hardwood floors, laundry on site and heat included! Close to Brown/Purple/Red Line Trains and steps to multiple bus routes! Parking may be available for an additional fee, ask your agent for details. - Presented by Fulton Grace, Chicago IL. *Pictures, layout, and finishes may differ or be of a similar unit available within the building.']",nonpoor,aawhite,nonpoor_aawhite
"Click on: Reply to this listing for more information ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on Velocity Apartment Group 312-253-7403 Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information. Interested in this property? Click REPLY above and email us ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on']",nonpoor,aawhite,nonpoor_aawhite
"ID: 298385198 Rent: $2,850 / Month Beds: 2 Bath: 2 Available Date: 07/01/2022 Parking:: attached garage TEXT WILL HILL WITH AD INFO TO SCHEDULE TOUR CELL: 630-209-4139 LOOKING FOR OTHER OPTIONS? FOLLOW LINK TO APARTMENT QUESTIONNAIRE BELOW https://ncv.microsoft.com/YEQQAKj9jP Brand new Pilsen Property, Spacious layouts with floor to ceiling windows and laundry in unit! Building is right off of Blue Island with easy access to public transit. Residents have access to the roof deck pool and indoor roof deck lounge as well as the resident gym on the first floor!', ""Don't miss out on this property book your tour today!"", 'FEATURES A/C Dog Run Elevator Gym In unit laundry Mail Room Media Room Outdoor Grill Area Pet Friendly Swimming Pool rooftop deck William Hill 630-209-4139 North Star Real Estate Group COMPANY SOCIAL MEDIA Follow North Star Real Estate at https://www.facebook.com/NSREChicago Tik Tok https://www.tiktok.com/@will_hill26 *Photos may be of model unit or similar available unit and are representative of apartment finishes. Views may vary depending on floor height.']",poor,black,poor_black
"Right off the strip! Amenities Include: - Central AC and Heat. - Near Logan Square Blue Line CTA. - Bedrooms are Queen Size Recommended. - Coin Laundry, Shared. - Patio Outdoor Space. - Ceiling Fans. - Nice Stainless Steel Appliances. - Bathroom with Built In Storage. - Street Parking, Permit and Free. - Pets Negotiable. **Owner asks 700+ credit scores or cosigner may be needed to lease. BASIC MEASUREMENTS Bedroom1: 9 x 8 plus closet, Bedroom2: 11 x 8 plus closet Bedroom3: 10 x 8 plus closet Living Room: 16 x 12 Dining Room: 12 x 9 Kitchen: 11.5 x 11.5 Apartment Source']",nonpoor,aawhite,nonpoor_aawhite
"There is no elevator in the building. The rent is $1150.00 and includes hot and cold water. Heat, air conditioning and cooking is electric and is not included in the rent. Pets are welcome but certain breeds of dogs are not allowed. Secured building, laundry room in the building, intercom. Parking, walk to Metra station, 3.5 miles northeast of Harper College. 1-year lease, application fee is $ 60.00 and is not refundable. Security deposit is $1150.00. Screening includes credit check, criminal background check, verification of income and rental history. Call Mariola at 847-254-5519 for more info and to schedule a viewing.']",nonpoor,aawhite,nonpoor_aawhite
"920 N. Paulina, 3rd floor Awesome 3 bedroom / 2 bathroom apartment for rent in East Ukranian Village! This is a 3rd (top) floor unit in a 3-flat at Paulina and Augusta. Only a few blocks from the Division blue line station and right by the expressway. Available August 1st Hardwood floors in the living area and carpet in the bedrooms The kitchen is getting new stainless steel appliances Dishwasher Fireplace Large bedrooms Private deck Central air and gas heat (paid by tenant) Tenants pay for gas and electric The owner pays for water and trash pick up Shared coin-operated laundry in the building One tandem parking lane is included (fits two cars, bumper to bumper) Sorry, no pets Living room 17\'5"" x 11\'8"" Dining room 9\'11"" x 9\'2"" Kitchen 15\'8"" x 8\'11"" Master bedroom 12\'2"" x 12\'2"" Master bathroom 7\'7"" x 5\'7"" Bedroom2 12\'2"" x 8\'8"" Bedroom3 13\'5"" x 8\'8"" Bathroom2 8\'2"" x 5\'7"" $325 non-refundable move-in fee per adult tenant (no security deposit) $60 application/credit check fee per adult applicant To see, call or email Heidi Sonnenberg The Square One Team Applications are taken on a first come, first serve basis. To rent this apartment, the following are due up front:', ""1)  First month's rent"", '2)  Application fee(s) 3)  Move-in fee(s) and pet fee(s)']",nonpoor,aawhite,nonpoor_aawhite
"""Virtual and video tours available! Visit our website to view videos of our available apartments, or call now to schedule a virtual tour! All you need is an internet connection."" Call 312-428-4861 to schedule a tour! Near 75th and Loomis 2 Bedroom $1140-$1155 (676-716 sqft) ✔Section 8 Voucher Accepted! Rental includes: ✰ Free Heat ✰ Hardwood Floors ✰ Eat-In Kitchen Neighborhood info: This property is located in Auburn Gresham (60620) 75th and Loomis. Very good transit easily accessible by Metra as well as 79 79th, 9 Ashland, and 44 Wallace-Racine CTA bus lines. Here are some places of interest: Chatham 14 Theatre, Studio On Dance Theatre, MLK Jr. Roller Skating, and The Rink Chicago. Like what you see? We have plenty of units available in Chicago, Park Forest, Sauk Village, West Austin, Maywood, Broadview, and many more. **NOTE** If replying by email please remember to include your phone # and/or email address in your response so we can follow up with you directly. ***Please note that photos are a representation of a model apartment and may not be pictures of the actual unit. ""Pangea is an Equal Housing Opportunity provider"". Call 312-428-4861 to schedule a tour! “Pangea Real Estate practices on-going dynamic pricing for all operated units. Unit promotions, discounts, and monthly rent quotes are subject to change based on day of month, current inventory, and additional market factors.  As such, any promotions, discounts, or monthly rent quotes are valid only at the time presented to a prospective tenant and can expire anytime thereafter.”']",poor,black,poor_black
"rooms, 2 very spacious queen sized bedroom, spacious closets,  very nice kitchen with nice cabinets and great counter space and all new appliances, all new refrigerator, gas stove/oven, and dishwasher. Very ceramic tile Bathroom, you have recessed lighting thruout the entire apartment. New hardwood floors thruout the entire apartment. You have your own large private sundeck adjacent to your front entrance to your apartment. Private Laundry, Pets are okay and no extra $$$ at all. New central heat & air conditioning, this is a private 3rd top Floor apartment in a 3 story rear coachhouse. Great street views and Downtown Chicago from this apartment. Free private storage and bike storage  are also included. Lots of FREE street parking right outside your front door. Great Ukrainian Village location, walk to everything, shops, restaurants, and Mariano’s Grocery Store on Chicagoartment Avenue and public transportation, Great Walk Score 94, Divvy Bike Station located right across the street, only 4 short Blocks to Division Street in Wicker Park. Only 5 minute drive from Downtown Chicago. $1,800,  no management company, owner managed, Flexible with  move in date. Plenty of free non zoned street parking right out in front of your apartment. No security deposit at all, just pay a 1 time move in fee, that’s it, if interested please text 312-659-0789, texts only please, with your name, your area code & phone number, move in date, best time to call you back or feel free to send me an e-mail, please don’t forget to include your name and phone number to contact you directly.  Please drive by this great #1 location to check it out yourself.  Please text me with your name & phone number  to 312-659-0789 to let me know when you would like to see the apartment.  Thank You…']",nonpoor,aawhite,nonpoor_aawhite
"Building includes fitness/laundry center and secured entry. Water, trash, cooking gas are included in the rental price as well as fiber optic internet as a complimentary amenity. With tons to do right in walking distance! Live near your favorite restaurants, coffee shops, clothing/grocery stores and more! Steps away from the lake and public transportation everywhere you go!']",nonpoor,aawhite,nonpoor_aawhite
"ID: 79871152 Rent: $3,400 / Month Beds: 3 Bath: 2 Available Date: 07/01/2022 Pet: Pet Friendly Rent Includes:: Garbage, Hot Water, Water Parking:: detached garage ALL BRAND NEW, gut rehabbed 3 bedroom 2 bath TOP FLOOR loft-style unit. Exposed brick and duct work.. BRAND new kitchen with condo-quality stainless steel appliance package, quartz countertops, HUGE DECK. Big bathrooms, spacious living area and all bedrooms fit queen or king size beds. ONE BLOCK from the Sheridan Red line and Purple line stop, tons of bars, restaurants and all the shops and entertainment of Lakeview/Wrigleyville!! Call for more information, to schedule a viewing or to view similar units! The Apartment Source Call or text: 773.272.1860']",poor,aawhite,poor_aawhite
"Take advantage of our special discounted rate! All utilities are included! 888-844-0952 Looking for a place to call home for a month or longer? We have everything you need without the hassles of traditional apartments, all at a great rate. Each room comes with a fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already hooked up and free! With no leases and no credit checks, we are move-in ready. So just bring yourself – and your furry family member – and feel right at home. Property Amenities All Rooms Non-Smoking Pet-Friendly Rooms Available Weekly Housekeeping Included Free Grab-and-Go Breakfast On-Site Guest Laundry Picnic & Grilling Area Free Off-Street Parking In-Room Amenities Fully Equipped Kitchens Full-Size Refrigerator Electric Range Microwave Free In-Room Wi-Fi Flat Screen TVs Free Cable with Premium Channels Iron & Ironing Board Staying less than 1 month?  We also have great nightly and weekly rates.  Call for details. Booking conditions apply. Advertised rate is for a 30-night stay, and will vary by room type and stay dates. Rates and availability subject to change. Rate not inclusive of taxes or fees. Actual room may vary from those shown. Pet Policy: A $25 (+ tax) per day, per pet non-refundable cleaning fee for the first month (not to exceed $150 + tax per pet), payable the first night of your stay. Each month thereafter is a $10 non-refundable fee (+tax) per day for the first 5 days of each month (not to exceed $50 + tax per month, per pet). Weight, size, and breed restrictions may apply. This site may contain errors, inaccuracies, omissions or incomplete data (including without limitation mistaken hotel rates or availability). Extended Stay America reserves the right to rescind any stated offer and to correct any errors, inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged. Extended Stay America - 215 N Milwaukee Ave., Vernon Hills, IL 60061']",nonpoor,aawhite,nonpoor_aawhite
"ID: 275930032 Rent: $1,350 / Month Beds: 1 Bath: 1 Available Date: 08/01/2022 Pet: Cats Only Rent Includes:: Heat, Water This one bedroom, one bathroom apartment in Ravenswood features an updated kitchen with granite counter tops and stainless steel appliances, including a dishwasher. Hardwood flooring throughout, and heat is included in the price of rent. The building is cat friendly and features an on-site laundry facility. Send me a message today to schedule a private tour!About Me: My name is Jessica Kearney and I am an agent with Sq1 Real Estate.', ""I'm a Chicago native working with my team to help you find the right place for you!"", 'FEATURES Cats OK Ceiling Fan Dishwasher Granite Counter Tops Hardwood Heat Included Laundry in Building Renovated Stainless Steel Appliances Jessica Kearney Square One Real Estate 3223 N. Sheffield www.hellosq1.com']",nonpoor,aawhite,nonpoor_aawhite
"Breathtaking two-story entry. This home has a first floor office that could also be used as an in-laws quarters with a full attached bathroom. Large open kitchen with white cabinets, granite counter tops and stainless steel appliances. The kitchen opens up to a two-story family room with a brick fireplace. Dual staircase makes it easy to get upstairs and retire at the end of a long day. Large master bedroom with a huge bathroom and a walk-in closet! Three additional bedrooms upstairs, one has its own bathroom and the other two share a spacious Jack and Jill bathroom. The basement is perfect for entertaining! An additional bedroom and bathroom for guests! The backyard has a custom brick paver with a built in fire pit. In the summer you can enjoy everything Thornwood has to offer; the pool, tennis, basketball or a little volleyball. AND located in the award-winning St. Charles School District! Owner is licensed IL realtor.']",nonpoor,aawhite,nonpoor_aawhite
"The apartment is located half block of the Devon supermarket and 10 minutes walk to Loyola or Granville red line and bus stations connecting with N Clark street, N Sheridan Ave, Devon Ave and N Broadway in the lively hood of Rogers Park.', ""It's 15 minutes walk to the lakefront, gym facilities, 20 minutes walk to the lively Andersonville and many more."", ""It's very bright and it has a view with victorian windows in a well-kept building."", 'It includes Microwave, Dishwasher, Fridge, Water and central heating and you pay cooking gas, electricity, and internet. ESA dogs are allowed. The apartment has a walk-in closet on the top floor of the building and direct access to the laundry room. AC 5000 btu is available. Please send me a message for more info, the apartment is available if the post is active. :)']",nonpoor,aawhite,nonpoor_aawhite
"With incredible southern exposure, it gets tons of natural light throughout and includes a private balcony off the main living area with views of the Chicago skyline.', ""Street noise isn't even audible on the balcony since it's so far away from North Avenue."", 'The extra wide floor plan of the open concept main living area allows for first class living and dining setup plus space for a home office. Tasteful oak hardwood floors throughout. Exquisitely finished and redecorated, this unit is extremely well maintained and in true move-in ready condition. All rooms are spacious. Includes in-unit laundry. Close to transportation (CTA blue line and bus), the 606 trail, restaurants, park and more. This unit also has roof access and includes a garage parking spot.', "" Won't last long!""]",nonpoor,aawhite,nonpoor_aawhite
"RENT: $1475 - $1835 / MONTH SIZE: 802 sq ft BEDROOMS: 1 BATHROOMS: 1 LEASE TERMS: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (630) 883-0344 UNIT FEATURES: ● Balcony or Patio ● Cable Ready ● Hardwood Flooring (select units) ● In-Home Washer/Dryer ● Marble Countertops (select units) ● Pond Views (select units) ● Stainless Steel Appliances (select units) ● Walk-in closets (select units) ● 1st Floor ● Balcony or Patio ● Classic Unit ● Hardwood Flooring* ● In-Home Washer/Dryer ● LOCATION Back ● Marble Countertops* ● Pond Views* ● Stainless Steel Appliances* ● Walk-in closets * YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Whether you are a graduate student at the Midwestern University or an intern at Groupon in downtown Chicago, the suburban beauty of Lombard is your retreat from the bustle of the city. Located twenty miles from Chicago in a private residential neighborhood in Du Page County is Residences at Lakeside, a lovely community of renovated one, two and three bedroom apartments. Take a look inside and experience the elegant styling of these Lombard apartments. Your new home at Residences at Lakeside is prepared with a variety of features, both stylish and convenient. The open-concept layouts give the home a natural flow, making it easy to transition from room to room. Kitchens come in two styles: classic and renovated. Standard models have chic brown cabinets with black-on-black appliances, and our exclusive renovated units have stainless steel appliances and white cabinetry. Outside, join your Residences at Lakeside neighbors for a day of outdoor fun. Play a few games on the sand volleyball court, practice your swing ... PROPERTY FEATURES: ● Arcade Games Room ● Bowling Alley ● Online Payments Available ● Onsite Maintenance ● Onsite Management ● Pet Park ● Soccer Field ● Tennis Court ● Building Elevator Access ● Cardio Equipment, Free Weights, Peloton Bike and more! ● Coffee Bar ● New 24-Hour State-of-the-Art Fitness Center ● Pet Friendly Bark Park ● Ping Pong Table and Pool Table ● Resort Style Heated Pool with Luxurious Cabanas (Coming Soon) ● Scenic Ponds PET POLICY: Breed Restriction;We allow pets for a pet fee of $350 per pet and rent of $35 per pet per month. VISIT OR CALL US TODAY! 830 Foxworth Blvd Lombard, IL 60148 (630) 883-0344 Website: https://www.residencesatlakeside.com/ EQUAL HOUSING OPPORTUNITY 0C20DEBFD1224D95']",nonpoor,aawhite,nonpoor_aawhite
,nonpoor,aawhite,nonpoor_aawhite
"Four bedrooms and two and half updated baths. Refinished hardwood floors throughout, newer windows, siding, tuckpointing and brand new roof. Newer, counters, sink and pergo flooring in huge eat-in kitchen. Newer furnace, central air, hot water heater, stove, newer washing machine, dryer and fridge. Master bedroom suite with a full bathroom and two closets (one walk-in). Patio door off kitchen opens to great deck for back yard fun. Updated lead-free water supply from Village of Skokie. District 73.5 and Niles North 219 schools. Great family home in quiet neighborhood near Dempster and Crawford in Skokie.']",nonpoor,aawhite,nonpoor_aawhite
contact Christopher Battle for availability and to schedule a tour. 773-541-1451'],poor,black,poor_black
"Unit features: White kitchen with dishwasher. Oversized bedrooms with great closet space. Hardwood floors throughout. Exposed Brick. Heat & WIFI included! Rear Deck and Shared Patio. AC units provided/installed each summer for only $200. On-site laundry and Bike Storage. Close to park, lake, shopping, and restaurants and transportation. Firecakes, Field House Bar, beauty salon cleaners and restaurants all within one block. Heart of Lincoln Park!']",nonpoor,aawhite,nonpoor_aawhite
"Available start date 7/15-8-1/22. Kitchen is walled off from the living/bed area. Built in dresser and large closet for a studio! Unfurnished. Garage deck open to residents and is a great space to bring guests. Laundry in-building. This is a great space for someone looking to live alone at an affordable rate in one of the most desirable neighborhoods of Chicago. Owner pays gas, heat, water and trash. 12-month minimum term. Street parking available. No pets or smoking permitted indoors. $150 move-in fee due with lease signing. NO security deposit. Application is $35 and income requirement of 3x monthly rent.']",nonpoor,aawhite,nonpoor_aawhite
"Click on: Reply to this listing for more information ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on Velocity Apartment Group 312-253-7403 *****For faster response from one of our Agents, please provide your cell phone number, move date and email address when inquiring.  Thank you. Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information. Interested in this property? Click REPLY above and email us ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on']",nonpoor,aawhite,nonpoor_aawhite
"ID: 299290676 Rent: $2,895 / Month Beds: 2 Bath: 2 Available Date: 07/01/2022 Pet: Cats & Small Dogs Only Rent Includes:: Water Parking:: attached garage * Corner unit with lots of sunlight * Massive living space - Open concept * White modern kitchen with oversized peninsula & SS appliances * In unit, large front loading, washer & dryer * King-sized master bedroom with en suite bathroom & walk-in closet * Ample closet space * Long balcony perfect for grilling and lounging * Extra storage cages available in building for rent * Complimentary bike room * 1 parking spot available for rent * photos of a comparable unit in the building Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing FEATURES A/C Balcony Ceiling Fans Central Air Central Heat Coffee Shop Dishwasher Disposal Elevator Hardwood Floors Laundry in Unit Microwave Modern Modern Bathroom Modern Kitchen Small Dog OK Spacious Closets Stainless Steel Appliances Stainless Steel Fridge Updated Bathroom Updated Kitchen Walk-In Closet Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing The Apartment Source Call or text: 773.404.9900']",nonpoor,aawhite,nonpoor_aawhite
" Third floor.   Two bedrooms plus 1 office (3 rooms), one bath, formal dinning, front balcony & back porch, high efficiency central heat/AC, double pane windows, renovated kitchen, dishwasher, hardwood floors, blinds. Laundry room in basement.  All copper water pipes with new street line service -- so no lead and great water pressure.  Quiet and secured building with camera system.  Steps to EL (red line), bus (147 express downtown), beach and shopping.  Covered parking with remote opener available for one vehicle.  Cats OK. Available September 1st, 2022.  Current tenants bought home, so might be available a few days earlier for move in.  One month deposit.  Call Juwan for questions.']",nonpoor,aawhite,nonpoor_aawhite
"CAGAN MANAGEMENT 3856 OAKTON STREET, SKOKIE IL 60076 ABOUT PROPERTY: Come check out this gorgeous and spacious 1 bedroom, one bathroom apartment located in the beautiful Clearing neighborhood near Midway airport. This unit comes with brand new carpet in the living and bedroom area, white stove and refrigerator, plenty of closet space, a parking spot included in the rent and shared washer and dryer in the building. BEDS : One bedroom available for $995 BATHS : 1 AMENITIES INCLUDED :  WATER PET POLICY : CATS ALLOWED W/ FEE PARKING : Parking lot, 1st come 1st serve LAUNDRY : ON SITE MOVE IN FEE: $300.00 CREDIT CHECK FEE: $75 PER APPLICANT, $75 PER CO-SIGNER (IF NEEDED) *Pictures may be of similar units* Amenities: Range/Oven Hardwood Floor On Site Laundry Online Maintenance Portal Online Rent Payment Refrigerator Bilingual Speaking Staff OTHER INFORMATION: Note: Photos may display another unit. Please contact us with any comments/questions or to schedule a showing today!! ** Fair Housing – Equal Opportunities ** Contact Hours: Monday – Friday 9am – 5pm Cagan Management, Inc. ** Please note: the move-in date is stated, we do NOT allow earlier move-ins. Thank you for understanding, CM.']",nonpoor,aawhite,nonpoor_aawhite
"Unlike many rent-to-own programs or lease options, there is no obligation to buy and no non-refundable option fees. Basic Requirements to Qualify**: • Trans Union Credit Score 580+ • Annual household income of $60,000+ • Max Debt To Income (DTI) Ratio is 50% (45% for household weighted FICO under 620) • Max Rent to Income Ratio (RTI) is 40% (35% for household weighted FICO under 620) • Stable employment • No pending bankruptcy We have more homes in Algonquin, Arlington Heights, Aurora, Barrington, Boulder Hill, Bridgeview, Buffalo Grove Calumet Park, Carpentersville, Cary, Chicago Ridge, Clarendon Hills, Crest Hills, Crystal Lake, Darien, Deerfield, Downers Grove, East Dundee, Elgin, Elk Grove Village, Elmhurst, Evanston, Forest Park, Fox Lake, Fox Lake Hills, Glenview, Hickory Hills, Highland Park, Hoffman Estates, Joliet, Justice, Knollwood, Lake Forest, Lake in the Hills, Lake Villa, Lakemoor, Lemont, Libertyville, Lisle, Long Lake, Melrose Park, Montgomery, Mount Prospect, Naperville, North Aurora, North Chicago, Oak Lawn, Oakwood Hills, Orland Hills, Orland Park, Oswego, Palatine, Plainfield, Prestbury, Prospect Heights, Rolling Meadows, Roselle, Round Lake, Round Lake Beach, Round Lake Heights, Schaumburg, Sleepy Hollow, Summit, Tower Lakes, Vernon Hills, Volo, West Dundee, Westmont, Wheeling, Willow Springs Contact me today for more information. Eugene Beckles The Smith Group (Brokered By Kale)']",nonpoor,aawhite,nonpoor_aawhite
"IIT campus. Tons of natural lights. Starbucks, Jimmy John, PNC Bank are just around the corner. 5-minute walking distance to Sox/35th Red line station, Guaranteed Rate Field. Close to Downtown, Police HQ, Chinatown. In unit washer & dryer for your convenience. Wrap around balcony. Unit comes with one indoor parking space. This building is managed by professional management company- Phoenix Rising Management LLC. Require Docs: 1 month Security Deposit, Copy of Credit Repot, Income Proof (pay stubs), Past landlord reference. International students welcome. Please inquire for require documents.']",poor,black,poor_black
"ID: 67809332 Rent: $4,950 / Month Beds: 2 Bath: 2.5 Available Date: 06/01/2022 Pet: No Cat, Dogs Negotiable Rent Includes:: Garbage, Water Parking:: off-street parking --WOW--HIGH END--FULL GUT REHABBED 2 BED 2.5 BATH-- This 1,750 sq ft full gut rehab 2 bed 2.5 bath is calling your name. Massive bedrooms each with their own bathroom. Half bath tucked away for guests to use. Wine Fridge High ceilings Tons of natural light High end finishes This unit is close to everything you need: Whole Foods Marianos Walgreens Gas Station (Shell) 2 Dog Parks/Parks Access to 290 and 90 Hottest Bars and Restaurants Near the Blue Line Madison St Bus $400 one-time move-in fee and PET FRIENDLY with one-time $300 pet fee. More photos coming CALL OR TEXT Patrick 708.902.2266 @markey_real_estate @apartmentsource FEATURES Cats Ok Ceiling Fans Central Air Central Heat Dining Room Disposal Dogs Ok Eat-in Kitchen Family Room Gut Rehab Hardwood Floors High Ceiling Laundry in Unit Microwave Modern Modern Bathroom Modern Kitchen New Appliances Parking Available Quartz Countertops Spacious Closets Stainless Steel Appliances Storage Unit Walk-Up Patrick Markey Licensed Leasing Agent 708 902 2266 TAS The Apartment Source Call or text: 773.404.9900']",poor,aawhite,poor_aawhite
"Near Whole Foods, Target, Trader Joe’s, Costco, Hamlin Park, and Starbucks and shops. Transportation options are endless and close to the Brown line, Belmont, Addison, Damen and Ashland Bus, and a short distance from the I-94/90 Features: - Large Kitchen with Hardwood Floors Throughout. Separate Living Room and Dining Room ;Vintage Touches. Easy street parking and located on quiet tree lined street. Sorry, No Pets and No smoking.1 year lease and 1 month security deposit. Email to schedule a showing. NO SOLICITORS or REALTORS.']",nonpoor,aawhite,nonpoor_aawhite
"Bucktown Upgraded Bucktown three bedroom, two bath features central air, hardwood floors, newer kitchen with granite countertops, stainless steel appliances, dishwasher, gas oven/range, built-in microwave, fridge, breakfast bar, pendant lighting, spacious living and dining rooms, bay windows, tall ceilings, faux fireplace with mantel, queen size bedrooms, good closet space, in-unit laundry, deck, tandem parking spot included, and pets OK! Walk to the Brown Line, and Bucktown shops, cafes and nightlife! Please Call Gabriela Cubero at 312/927-0788 to schedule an appointment to view this apartment and mention Apartment ID: 9354. Urban Abodes 312/927-0788 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing']",nonpoor,aawhite,nonpoor_aawhite
"Click on: Reply to this listing for more information ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on Velocity Apartment Group 3122537403 Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information. Interested in this property? Click REPLY above and email us ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on']",poor,aawhite,poor_aawhite
"ID: 209606857 Rent: $2,158 / Month Beds: 1 Bath: 1 Pet: Pet Friendly Call/Text Azalia @  630.853.6340 FOR A SHOWING! With its prism-like façade this new 24-story glass apartment tower reflects the increasing trend of luxury high-rise living in the South Loop. Located in the McCormick Square micro-neighborhood, renters of the 275 units here are near the sprawling McCormick Place Convention Center, Illinois Institute of Technology, and DePaul University’s Wintrust Arena. Zip to the Loop in 10 minutes from the CTA Green Line Cermak-McCormick Place station just 1 block away. Drivers also have convenient access to Lake Shore Drive, I-55 and I-90 expressways. There’s plenty to do around the neighborhood along Cermak Road, as well as adjacent Motor Row, Chinatown, Pilsen and Bronzeville with a growing surge of restaurants, brewery pubs, and entertainment venues. Culture and recreation are also nearby at the Museum Campus, Soldier Field, Northerly Island and the Lakefront Trail. Live a lush life for less with amenities that rival other downtown high-end apartments, but at a more attainable price point compared to other Loop-adjacent neighborhoods such as West Loop, River North and Streeterville. Residents here can enjoy 25,000 square feet of amenity space including a fully-equipped fitness center, yoga studio with virtual trainer, private work spaces, conference room, club lounge with pub room, game/arcade room, sports simulator room, outdoor pool deck with fire pits, grilling stations and private cabanas. Convenient on-site services are also available including dry cleaning lockers, package receiving room, a guest suite, and bike storage. Inside these apartments the warm earth tones welcome you to a soothing home environment. The uniquely styled kitchen finishes feature a mix of hues with European two-tone white and beige cabinetry, marbled light quartz countertops, gray tile backsplash and stainless steel appliances. Elements of on-trend exposed concrete ceilings and wide plank wood flooring also create a modern loft look. The floor-to-ceiling windows provide brilliant unobstructed views in all directions. Each unit also includes full-size washers and dryers, premium roller shades and keyless entry. A private parking garage is available on-site for an additional monthly fee. Cats and dogs are welcome (dog breed and weight restrictions apply), and there is an on-site outdoor dog run for your fuzzy buddy too! FEATURES Balcony-None Central Air-Yes Dishwasher-All Fitness Center New Property Pool-Outdoor Smoking-No Stove-Electric Azalia Allen 630-853-6340 HotSpot Rentals(License #481.011892) Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square']",nonpoor,latinx,nonpoor_latinx
"ID: 301007112 Rent: $1,400 / Month Beds: 2 Bath: 1 Available Date: 08/01/2022 Pet: Cats & Small Dogs Only Rent Includes:: Water 2 Bedroom 1 Bath Featuring: * Updated kitchen and bathroom * Stainless steel appliances * Central heat and air * 2 Large bedrooms * Great closet space * Laundry in building right outside your back door * Nice clean carpet throughout * Easy Street Parking * Great Logan Square Location a few blocks west of the Boulevard, Blue Line, bars, restaurants, and more! Khaled El-Helo Leasing Agent The Apartment Source Call or Text 773-937-0000 The Apartment Source Call or text: 773.404.9900']",nonpoor,aawhite,nonpoor_aawhite
